id,currency,perpetual,callable,npv,rho,rho-to-call,rho-to-maturity
6118be3c-1c5c-4f42-a73d-80899b6fab6f,USD,true,true,0.987196,-1.147282,-1.147282,-1.147282
eb557077-7655-47e4-a669-7aa71634e6aa,EUR,true,true,1.030935,-1.178721,-1.178721,-1.178721
c25fb412-af44-4ef8-a017-785fed8f4548,EUR,true,true,0.833588,-3.211570,-3.211570,-0.851108
51022fbb-fa63-49bd-9c9a-61461aa3ba27,USD,true,true,0.980790,-1.161910,-1.161910,-1.161910
f51fe7cd-bb05-46ad-92f2-8793adc5990c,SGD,true,true,1.016913,-0.379722,-0.379722,-0.737608
a32950c7-3ac7-47e8-82b6-b117cc919606,USD,true,true,1.025766,-1.214812,-1.214812,-1.214812
984a6427-c60b-48bf-a8a7-d25542bb1bdd,USD,true,true,0.996586,-1.181540,-1.181540,-1.181540
76124428-b4a5-40ee-9b50-765ec28cab12,USD,true,true,1.041264,-1.249469,-1.249469,-1.249469
b1e1ec2f-0d4f-49b2-98f1-50939bbaa3de,USD,true,true,0.983303,-1.175573,-1.175573,-1.175573
299cd1aa-96ee-4310-be95-4e42eeae6536,USD,true,true,0.952676,-1.009945,-1.009945,-1.151325
63431a44-753a-403c-a1fb-4709a869b9ef,EUR,true,true,0.859722,-2.100500,-2.100500,-0.674806
8dfe5c5d-b755-4ad9-8711-ac0e605544fc,EUR,true,true,0.965472,-0.848881,-0.848881,-1.845891
1334fcaf-793a-4361-8a39-44143c09b242,USD,true,true,0.996573,-1.251347,-1.251347,-1.251347
49c8002d-4d6a-4bb9-8855-d0da02fe7d4c,USD,true,true,1.004603,-1.265298,-1.265298,-1.265298
e92a0a6c-aa0d-4a61-98b9-74d1f4da2a40,USD,true,true,0.976661,-1.083161,-1.083161,-1.230491
281c4a7e-206b-4ad2-9dbd-5ab51a9fa14e,EUR,true,true,0.960306,-1.471152,-1.471152,-1.433980
9e7c5ef6-4b42-41e2-99bb-db1d6b0eb1e1,USD,true,true,1.008382,-1.314351,-1.314351,-1.314351
be5f6db3-3324-46a4-ad7f-42182b2a882d,EUR,true,true,0.992237,-1.117084,-1.117084,-1.282856
c23132c4-535f-4b2d-8767-25da0adec562,USD,true,true,0.975294,-1.291471,-1.291471,-1.291471
94b2b7cf-245a-40c5-aa07-25de5f13a8bf,USD,true,true,1.003522,-1.323288,-1.323288,-1.323288
645e35c7-6fbb-4798-b81f-54e9622b6f9a,USD,true,true,0.973907,-1.298830,-1.298830,-1.298830
