id,asset used,assets
4e09d58d-d985-4283-b630-8caf8d5e2a22,4,[03d57ab8-97aa-46f2-9300-20a4617c8e0f 22326072-7816-4d47-888a-d0b2e9fa41f1 e76082ec-f9ae-4543-a9b6-262743c9e84d 50814789-6e95-46d5-ae98-7192d2498b00]
30957f90-29ff-4f15-bae8-57566fd83185,79,[1141ed0b-40dd-4a8b-820c-f42f947b6967 ab8055cb-d162-440a-b1e1-16cda953f3da e580da20-6696-4cfa-b56f-c0e558082670 066b3634-db6b-4973-a711-193f63e197dd e0b8b52f-e900-419a-a1b4-9271c02b47e3 2adf5421-faa9-4c49-822b-647b24f56ed3 49004277-1b73-4cc4-861b-e77c8bff0604 6f9579f6-c4f7-4b47-a0ef-8a95af374615 4c1e7f5d-41c9-4dc1-bb70-0e0477204e5f 65bf7168-9ebd-4188-803b-ccec6a515710 a35280b8-46b0-4cb7-8dba-e4ade37b4ee3 e8cbeffb-6155-47a6-88ca-6f7db47a9441 df75d255-a2ec-4eda-8a9b-08ba6394e20c 137db067-46d5-459f-bfda-b15669b315dd 5bebea23-3108-4669-a6a4-58da06fc4fda a3b83eb5-ab7e-4859-95e3-6342a5e433ee da750606-7690-47a4-8b69-2059a17d43a4 8eeab876-b608-48e0-b1f7-e1f5b6afa46b b82170f9-0cdf-4a83-aff7-807fb352508f 9402a3bf-8cce-4b9d-b4f8-e56929ed3c51 8224c5a1-f420-4399-aab3-00938bf180aa 70aadd21-5151-44d7-a4a7-82bb19ed56f1 6d753696-9a41-4129-90f3-fcba10b332f6 446b0f0a-29fc-4320-ba4e-eb58dab93af9 e1edf53a-f265-4c8a-953c-79b46b28a7e5 5b2d5d1c-b4b9-4a86-a0d6-d51793b51c98 27476298-d3f9-4f1b-b234-a9a5fd488938 5e50fac0-ed5f-46ea-b080-6b43ae2f6464 815ced4d-12d8-49d1-a4dc-fa91e7146cdf ec764219-b53d-4782-abd9-4e9c93b2adce 806e58a2-3f0a-4ba2-b09f-aa016ab3ff49 392ecaf3-cf9b-4f69-aa70-08112d17d706 7d4f8206-aeb0-493a-9e45-09026a5f54c7 b0475eae-2472-46d4-982c-ac4b73b82228 dfc45042-d72e-4b83-a3d8-8aa38d60521e b86084b2-9077-4cac-93dc-5b31eaa21049 3ee74f4b-dc06-43a1-9ace-88bbadbbbbea bfab5bd6-a811-4915-877d-8250bf579504 87f15c29-7828-4f7c-b4e1-150d90e65751 cce708e7-0cc9-4f4c-9af2-c070ae2fad88 a148df2e-2834-4caf-9ba2-0ee53cd09e2a 8b55ec8f-8bd7-4145-a45e-b800a8020f4e 6edd19d1-abac-4f6f-b44b-3c8f69ea9b1a 46f8c84a-19d6-45ef-8cde-bdbe7dce8e89 5439dbd4-9aa6-419f-96f9-ca799a43768d e14d3025-fdd3-424c-9165-c695b42a35b7 23ff33d1-056d-43b3-95b8-33eb9e7ad773 0e5acf10-d2b5-4f85-a240-f70283f879ef 03ce862c-0594-48eb-9389-6b7b5b2b06ef abf79688-8e84-4198-8a3a-bf60b3dc3b5c adaa7d4a-b9e6-458d-b819-5a39f6db80e7 b1437cd2-73a6-43da-be3b-2e318819ce88 76e23588-a8c4-4620-80a5-9c7f0ad059af 92beee8e-1d81-48f8-a66e-c94ed876bc01 2bb4987f-c5df-4646-ac53-d8be919f34be 0ec8c417-cbe7-4e5e-9ef7-970aebc20fb0 a05d7ca1-2170-4284-b146-24adc3e659f7 76124428-b4a5-40ee-9b50-765ec28cab12 09967a27-e3a1-4cf8-81e6-9467126ea2db 144bae8b-8f1e-45fb-b0ad-24ed2ef36782 498ab88d-6a6d-470c-a622-79f5a89ad2b2 bb903898-1488-43f8-8c01-8cdc3d194a1d 0b043cc5-361a-46ff-8508-7845c468c665 274ce508-4003-4b8d-a2ba-2d2162e02600 a3899af8-ecfc-4b0e-8211-e96c1f9c8711 3fb822c4-1dbd-4971-9218-a255ba0120e1 feb358ed-1aa8-4fc1-b419-b7e1aca0764d eb955e90-361b-4109-8a27-59fc05d71087 97663097-3553-4ef2-ac74-ec345626b7d0 75d6c862-1ee2-487f-8d4d-0d2eaee7fff7 39271eb0-238c-4a4a-95f1-b436ff5dc1e3 78bf3a6e-1c0e-430e-b293-504707c3d8c7 c8582358-f071-4f1b-aa37-35a53dfb1193 d96fa7c2-92d3-46c6-9162-8bd56eb2eed4 d4abc072-f297-4760-ba25-bdc12c09bfe0 d5cf6b3e-bccd-472d-99cc-c701cb44ec53 0b8d1ed3-77a7-48a1-9c22-d97c0dc53e61 197d6830-de9c-42b6-b91d-0d13f4a5fbce 44d0208b-cb81-4656-8163-779e1b69255c]
7b892894-ec22-49cc-9e7f-45d14d6cca75,3,[ad65d19a-79bf-4cb5-ad22-f2ba30f5459a 497af9dd-47e1-41cd-ad7d-5006ad439e79 fdcec512-801e-4dfd-912f-f4bd5051db85]
f600b2d9-1e1b-464c-9abc-a1d267fe4f9c,14,[37807d93-c547-4850-b3d9-601f58e9d0de e2e3e11e-4894-4210-aacf-33616c1c7d47 d1839a42-bd3f-468d-aa7c-0595d1686471 a0212f32-f317-467f-97f0-08ad575a785b deafaae3-a40f-4af2-972a-466b0c18b27c 6ccfb2c1-bd2a-411e-a31b-83ad407139ea 0fbce3eb-d171-41a0-bdb3-3bfa7d9ec30f 0ef16582-56de-48f4-a14a-81f33864926d 1d139cb5-d095-4883-a547-79d891d843ca f645f3f5-ed6a-4c71-bd84-3c84aa4bce95 6d777cfe-4f78-4d36-9886-00e5a3ed78ef 580951da-8b65-4932-ad26-e0a37a3cdc25 9a507cce-3067-4987-9cd2-7f92af3720f7 ce6a4bcb-c51c-417e-9f6c-2665f9969dee]
7f0ffe10-9af8-4c96-808e-be9cdee06fe8,56,[35fdad6b-e89d-4d8c-a7f6-9dc995286dc2 43868696-aac8-49b2-a04e-73410ed1d249 3cd5324f-6077-4fdb-83da-85abcf48cb4b a5c86271-f1a3-493a-a6ad-c589cdcc7d17 41250513-25d8-421a-80f0-b727f0f4fde8 4a81acee-3e6e-4ca0-96f1-0463da9d7a3b 5f160d93-e933-4bad-8e7b-d846afe9d459 0867b898-1ab9-49c2-af3a-a7616b09b602 e0a38d45-9427-4248-bfb0-c096614d5a26 c34c7f09-9980-4cb6-8e78-0974a70d5bd8 3fdc8cfe-d133-42af-839d-77e43365ac48 034c119f-abe0-4910-be58-d1640db2ebf5 609eae6a-346e-47b6-a730-8380e7fa4d48 341f5a78-c255-460e-a878-1e7b7a02eac3 3298037e-2f39-4178-a4b5-34a72061102d b07c6452-9c81-40b7-860e-204c208bc33b ca2e7a40-a3f8-4941-8356-9eab6cbcf014 26e80e71-584c-4d36-864f-1c4bd4d036dd da821ccb-addc-4e83-8bf2-b86e3b80a421 a4ccf9df-ffe8-4e5a-a80b-9fd4d90f38cc d1e8aca4-bf13-48c3-95e6-d1f7f9e71927 894a200d-0463-4abd-9272-1e3e41b133f2 8ae99c76-a09f-4ad0-aef0-2c63547613a8 961626a0-d527-4fc9-8023-8180d2e67fa2 1d2fa1f7-2d39-4e40-b9b0-97897fdcfd42 5c43401d-614b-46c9-99fc-361094f4e10f 90e36dc9-56bc-4f62-8b5b-ff6f299af4f2 d3ce898d-867b-4882-9bfa-ccb3aa9f98a7 890893da-b04d-4c9c-9802-5dc5feae867f 99fa3d50-1da9-4615-b7e1-619a079dc4e4 a681dce6-7b9a-4795-966d-b34d4257aa0c 86a0b49e-0a60-4c95-b448-51b1b460f3f6 7e04df10-5f5a-4da1-afe2-0395f88bf6f3 2794e5dd-e9a9-4c7c-8ed1-0159c8280900 9e7ed5c5-3993-4421-a254-3dbeddc6411a a4e99b7b-e65e-4e83-8fed-358114485340 0e19772e-2c47-4c41-af06-44527d6cea5d ae8d42f0-0384-4da6-a89f-70895a440796 4bf9ac98-6cb3-41a4-a23e-e763d7a1dfca f10f44ec-5b3a-4edd-a3ea-9add009bec15 1127ea81-87c5-4433-abc6-b10364c93db3 f585e533-dd32-4f03-bb47-f1c2580c8af2 48b62e7f-2b9a-4dca-bc06-55249b31d25d 3c4be6c2-cc19-488c-8d64-d927da5037d4 d29fd180-4af0-4afc-aa6a-c80fb6991c8a 99c48a9d-4c78-4101-a662-f054c08ca0b9 765b204a-c7b3-4229-b2f8-a7ca44ae5041 2ee5ae25-ac77-403b-9609-6ac54348eb9c 3c1fc668-d8e1-4537-ab0b-d798fa754d94 089c13d4-24f7-47e5-9218-a9ee75c5d374 207e3d61-65b5-4970-b7f4-56ede582a9fb 56c1cc48-7697-4c30-8edd-4f5bf3ec0c9b 3780e428-553c-4b2f-88bd-7c68c284845a 2974d0e1-a3f6-4d07-8f87-41f5ea779825 9814f4eb-59fa-4010-aa1f-637e21d4ef81 d5d7076a-4f28-4235-8a5c-6773d439475e]
e6470d4d-9c38-439b-a019-15b7778759cd,18,[f67ab78a-8a37-486f-b8f4-ec491acf0e4a 53bfe231-5d29-45f9-9f74-4c0be791f50d c458d550-6f81-4b56-a5e1-29355c5214ae ad91946f-311f-4f9c-b089-37195c4cc733 e7bfb6bc-19ad-4baf-8872-5d2d98aa0d3b 9e267d1b-4470-4ae6-aa4a-fd7c7161ee79 7a7f81e7-f013-407c-ba64-56dda360c334 26717a4b-f51a-4f8d-8475-3d3919ec6738 2e786701-f291-4fa3-92f3-ec1d4d52cabd b10067cc-a572-42cd-b2a4-39cce224d7c4 341f750d-73c2-4d93-8fa7-e150528cc72c f0173c86-75e1-40e3-8d0b-9d4fcf7e8f62 6320ba7d-e4ad-4b01-9fc3-5d4646b6c983 18f4f2a8-3e15-4447-8f69-d53579c2de5c 71558170-49b4-46a5-bca8-71467e47ebbd c7eb2d2b-84c6-4ab9-b7d4-28a551244871 70a92213-3419-4a01-96bf-064ed18987b8 c18765e6-a9e6-42cd-a5c3-642afff70768]
e10de210-ba1e-4810-b50c-42847556fc8c,21,[f3cd6efa-8f55-4942-a0a8-58f17b2f2c5c fb641ad8-b605-4658-8cbd-7ad14a9a11ab a419ccb4-bdfd-438c-bd40-6097de620936 66a8c764-ea54-4163-bf7c-77fac8ff69ca 19605baa-df69-46ee-906b-b89b06c2313f 378d145d-e45c-4b76-be38-030202d65265 61333ebf-4adb-467d-879a-e22ba907622b 703b297d-1971-406c-b068-621d95fac888 5de521c8-44c9-4270-b8ca-36d38fc74323 e4dc9e57-5d4d-4dc9-8a5e-3c061884e997 0212b397-36d8-49dd-83e8-1673c3ee60e1 7bd487a5-25ca-4426-9477-c14ce5a6627b 4777f077-5c0b-481b-b7f6-4acdf5ec8dd5 d473efbe-9d5d-4080-9ffa-e6e8faeb4e5f b80170e1-d133-439f-9aae-7e8b954f498c 99075f81-67f3-4f79-8505-a764add10d07 12a3e6d3-6e4f-402e-bd1d-340630cf8f58 cb329c44-3ddd-4f03-9c74-9e24285714ca eb060ff8-adb4-41ae-8118-d877bd6cad94 b6e1b163-9634-408f-a27f-8cf8e3fa9228 8dc52522-fee6-42d7-a765-460ffbcaea88]
799eb49d-6a75-4a81-a38c-7eaa3040831c,23,[33578475-d460-4a58-8c45-c60a1d58dd67 58d964a7-74eb-4540-ba7a-e604928de0a7 35d4ccbd-be0c-4cf7-a169-650fad1eb0b9 784df992-3125-4688-9c50-4a349a96000a d7ff4484-5038-48ab-9168-5c706b92ce81 5018a600-408c-422f-9cb9-06e8decbacdc 0b6b6718-8959-45e3-94d4-318b3e30bd8f 7c3f4e12-4c35-4151-8b50-6ecf69e54e70 bfd29115-084f-450d-a2d0-de997b9515f2 bfc4da83-e050-40f8-8d78-0dcb60e59525 0d1be45e-20fd-4e20-a308-e11809834a04 3db77b86-894c-4e7f-8d00-c1335a50e53a e49dec19-1bd1-4b54-bdf7-8f788f59a08d 8579f7b7-461d-45e7-8bd0-d9759212371c 0c7227f6-8509-47fd-9d22-8b707fdcb898 a3a66ce1-a95e-4e92-afd9-25927955c024 03da4ab0-3ef4-43ac-9eca-4c7cf02dff36 39c741b1-6ec7-42e2-af9a-dd8613a3481c b5e24b2d-1c66-4033-8729-e275d12096df 9e682b08-60a9-4c2c-a6d7-cb39044d7588 2222bbef-a581-456a-b531-2e6b195f21ea 285c537b-57b9-465f-a928-4f9411462d77 f2f9ab3a-65d7-4d56-b2df-8b173b4c894f]
8feeb9b5-6471-42c2-a65f-d1451f4d935f,1,[413e2229-6156-4aee-920e-e3e9dbb9c548]
f72b8127-2a69-4420-973e-51bb4f2b9419,3,[bd906199-0b69-48e0-af47-bce7da1eb412 532ac8a8-7d0f-40d7-a5de-a95b11f87b6a 7ab9d2dc-bb21-438b-9fd5-add8c2d515c0]
42623e62-cad2-45a8-98a6-a49c34bed357,14,[99f33e97-3f27-4f5a-8a67-64d67bfdb58f 57ae65fb-49d9-435b-a930-1bb8cdfdb635 8056a83e-9755-4493-8504-b2e877ba214b 3645c1fc-2333-439e-b1b5-8b7f97a24535 92b88cad-5e62-47b4-b4a7-a3caea514ae1 73d4f547-72d0-4055-ac06-f5b5779d02e5 3b47cb5c-1a1c-4bc2-aca2-90f336a917d7 49d71479-786b-4df1-a58d-7f7b705f2694 7925bf7f-bc2b-40d9-a6c5-6abee8ff498f 3f1d80fa-38fe-498b-bfcb-d496efdf14bf c405b028-71a8-4bbf-a762-73bd14ec14d9 07adef07-b8d2-4d2e-8683-436a95f36b1a d7a2a71c-3070-4e06-8c16-e0a4ad169877 15f32d92-9532-4b90-8820-056fe7160f4c]
9eaa230b-20b8-419e-bbe3-7625f05b24d9,40,[34c4b60b-4f69-4cf3-be4d-bcac4dbb958e ab53f53a-bce4-4354-ad66-63609150285b 22f686ad-f5e8-425c-8d0d-fefa70949636 2e653aaf-df3d-4ced-82ff-fd52b7103b2e c5410b14-252c-47d5-a78a-e26f5159fd55 0881dd4d-f7b1-4eb5-afc9-fc8fec89c45b 4fa06b27-2128-427e-b439-7a91456fe4b3 02e38a31-2e87-4503-99be-71e156b8d72c 25b38bca-71d6-4504-a482-ce2b7575ef8f fb5802a0-0123-46e1-9cc6-39353aaf96ea d2fa4cc4-f8db-4cb9-86d7-ee5eeb5b9f83 a38553f3-8d08-4448-8841-ee9cd6dcd15e c37d9f73-1ea7-493d-8312-5d8ca4b7116b 8ab2c1de-8f59-4c58-9c54-27b42da981bd 85a054bd-154a-4bcf-960a-58d9907a3499 2307c081-6e4b-4b0d-a908-a13953bf6868 b6d9b0e3-0f27-4a60-9e69-e313387424c6 e55ecc7c-d5da-46dc-b92a-39318270ef9c 78a10e05-9c83-4ae7-a66d-23112035258b cc229c99-be56-4417-8317-6f08dc421c75 1445ddf7-cd2f-4baf-8dfd-93f7955d46a6 9f1d1e0b-3b70-4d2b-9654-490ce4f488b1 9467da36-f98a-4c3b-a268-5132f866af57 aa90ff2c-b94e-40f8-84b0-e9c3900f5d43 7e6f431a-0cd8-4359-a6f1-c5c40c7beba9 14666653-bd99-4913-b33c-68b98864798f 1fcced22-847b-446b-9cc0-b762ca3c4b3f 1ca68fe3-d14e-4224-a6d6-a165a5ec0451 fcb9c52b-3b8a-4188-92b7-f8c2e893f76d a22c20eb-1d5d-48e0-8a44-7d8ed536adc8 1df30664-15d5-440d-98b4-028267d7b67e 2c29acba-8f98-409b-bebd-8c2af0075e7d 922e2dd2-045a-4570-9737-7bb6a4394c92 93ea8b05-18f0-46c5-9655-ba02c402062c ef0b985a-6a4f-4c76-95b7-36dfd98d91b3 6e5e99d0-be37-4549-8aa5-50a296e0ad01 12a50e54-b5b1-413a-903a-1803bfb39d17 8b1e8ccf-9dae-492c-99d2-22101ed40414 2571bf36-f97f-4134-8d29-eddb1d863d62 4c7350d2-da19-4ee7-9548-0a25c3a4f20d]
5d7a3621-d91f-4637-9996-9015b3cffd5d,2,[d7885a25-a57d-4a6f-8a20-c1ee18989fe0 8777d831-7226-4904-8210-f899a050f94b]
