id,name,shortName,country,stateProvince,sector name,countryOfRisk ID,industry name,countryOfIncorporation ID,market value,market cap,primary exchange countries ids
406b8d77-9a62-489a-a909-642f7458afa8,Compagnie des chemins de fer du Jura (C.J.) SA,COMPAGNIE DES CHEMINS DE FER DU JURA CJ SA,Switzerland,BE,Transportation,CH,Railroads,CH,,,[]
313d7a64-55d3-417c-ab29-aa6512bc6a00,Bergbahnen Hohsaas AG,BERGBAHNEN HOHSAAS AG,Switzerland,,Not Classified,CH,Not Classified,CH,,,[]
fa75f709-7203-4ac6-98b8-1c3948ec7ae9,Bergbahnen Destination GSTAAD AG,BERGBAHNEN DESTINATION GSTAAD AG,Switzerland,BE,Consumer Services,CH,Restaurants,CH,,,[CH]
218e0b55-cbe4-473b-a81d-acf4f7c36d12,Bellwald Sportbahnen AG,BELLWALD SPORTBAHNEN AG,Switzerland,VS,Consumer Services,CH,Other Consumer Services,CH,,,[]
784b4d99-114e-4af6-ac88-4b4d3370918c,Belalp Bahnen AG,BELALP BAHNEN AG,Switzerland,,Not Classified,CH,Not Classified,CH,,,[]
eb7e294c-4fc4-4957-bca4-4f3b0548b65c,Aletsch Bahnen AG,ALETSCH BAHNEN AG,Switzerland,VS,Consumer Services,CH,Movies/Entertainment,CH,,,[CH]
c3df40e3-574a-4126-9186-473ebd8306a6,Bernexpo Holding AG,BERNEXPO HOLDING AG,Switzerland,BE,Commercial Services,CH,Miscellaneous Commercial Services,CH,,,[CH]
d364bf85-7adf-46b9-8bf0-fa86bfcb60ee,Télé Champéry-Crosets Portes du Soleil SA,TELE CHAMPERY CROSETS PORTES DU SOLEIL SA,Switzerland,SZ,Not Classified,CH,Not Classified,CH,,,[]
89dcce9f-a2bc-48f4-9853-5ca7772cfd8f,Seiler Hotels AG,SEILER HOTELS AG,Switzerland,VS,Consumer Services,CH,Hotels/Resorts/Cruise lines,CH,,,[]
207ab326-332c-4fac-8dda-999f2383bb83,Schweizer Zucker AG,SCHWEIZER ZUCKER AG,Switzerland,TH,Process Industries,CH,Agricultural Commodities/Milling,CH,32.381970,Nano,[CH]
13ad28b8-2146-4c46-81da-9dee0c550aa3,Solviva AG,SOLVIVA AG,Switzerland,ZH,Health Services,CH,Medical/Nursing Services,CH,,,[]
cb6d84f9-2bc3-4be3-a911-25dda09ca0ab,SSE Holding SA,SSE HOLDING SA,Switzerland,VS,Process Industries,CH,Chemicals: Specialty,CH,,,[CH]
dcc5d850-350f-4c7a-84cb-e4b57b8e1bfb,Société des Télépheriques de Nendaz SA,SOCIETE DES TELEPHERIQUES DE NENDAZ SA,Switzerland,,Not Classified,CH,Not Classified,CH,,,[]
28b41b90-af3f-49da-8f89-6518db45e55d,Société des Forces Électriques de la Goule SA,SOCIETE DES FORCES ELECTRIQUES DE LA GOULE SA,Switzerland,BE,Utilities,CH,Alternative Power Generation,CH,,,[]
3aa07bdb-a3fd-4f2c-9d64-675eb4adf56a,Sihl Manegg Immobilien AG,SIHL MANEGG IMMOBILIEN AG,Switzerland,ZH,Finance,CH,Real Estate Development,CH,,,[]
71a351d5-2df7-4151-bf5c-23ef64d07008,SIA-Haus AG,SIA HAUS AG,Switzerland,ZH,Not Classified,CH,Not Classified,CH,,,[]
49b0fe5b-ad66-44a8-a279-054fbd7971c5,Weleda AG,WELEDA AG,Switzerland,BL,Consumer Non-Durables,CH,Household/Personal Care,CH,,,[CH]
e0c05f0e-a8bd-4469-858c-0827c3bc045a,Weisse Arena Corp,WEISSE ARENA CORP,Switzerland,GR,Consumer Services,CH,Other Consumer Services,CH,,,[CH]
78ca8dbc-0b08-4152-804d-548c6197d063,Zürichsee Fähre Horgen Meilen AG,ZUERICHSEE FAEHRE HORGEN MEILEN AG,Switzerland,ZH,Transportation,CH,Marine Shipping,CH,,,[CH]
2de70e10-159f-4572-9396-1305e49da9d4,Zermatt Bergbahnen AG,ZERMATT BERGBAHNEN AG,Switzerland,VS,Transportation,CH,Airlines,CH,,,[CH]
8274e96a-7af6-4d4e-8c02-f990d2c536b8,Torrent-Bahnen Leukerbad-Albinen AG,TORRENT BAHNEN LEUKERBAD ALBINEN AG,Switzerland,VS,Consumer Services,CH,Movies/Entertainment,CH,,,[]
70ea7f66-5bc3-491e-8862-e1f4c642aa4a,Thermalbad Zurzach AG,THERMALBAD ZURZACH AG,Switzerland,AG,Consumer Services,CH,Other Consumer Services,CH,,,[CH]
90695ca9-dd8b-46af-8f40-88c864c4bb59,Verkehrsbetriebe STI AG,VERKEHRSBETRIEBE STI AG,Switzerland,BE,Transportation,CH,Other Transportation,CH,,,[]
b5404c0c-befb-4d97-809d-ed7ee2e8dbef,Montana Tech Components AG,MONTANA TECH COMPONENTS AG,Switzerland,AG,Non-Energy Minerals,CH,Aluminum,CH,,,[CH]
fb0ec457-59c9-4459-a6b4-dbdf57537ac4,LZ Medien Holding AG,LZ MEDIEN HOLDING AG,Switzerland,LU,Consumer Services,CH,Publishing: Newspapers,CH,,,[]
53565749-cd1b-4455-9206-eb7c5221ba3f,RIGI BAHNEN AG,RIGI BAHNEN AG,Switzerland,SZ,Consumer Services,CH,Other Consumer Services,CH,,,[CH]
26e6946a-9b1c-4bc3-bf37-bc3735c3643b,Regionalverkehr Bern-Solothurn RBS,REGIONALVERKEHR BERN SOLOTHURN RBS,Switzerland,BE,Transportation,CH,Railroads,CH,,,[]
2038e4cc-6ef2-44e7-8764-65f1ce545695,Schilthornbahn AG,SCHILTHORNBAHN AG,Switzerland,BE,Consumer Services,CH,Hotels/Resorts/Cruise lines,CH,,,[CH]
02590d12-79a6-490f-a9d3-8677cadaf4c2,Säntis-Schwebebahn AG,SAENTIS SCHWEBEBAHN AG,Switzerland,AI,Consumer Services,CH,Hotels/Resorts/Cruise lines,CH,,,[]
a637e0e3-f28c-41a5-b826-ad6b4e5da017,Salines de Bex SA,SALINES DE BEX SA,Switzerland,VD,Not Classified,CH,Not Classified,CH,,,[]
87d9bdbd-04e2-4216-935d-2b79ca7aa22b,Pendicularas Motta Naluns Scuol Ftan Sent SA,PENDICULARAS MOTTA NALUNS SCUOL FTAN SENT SA,Switzerland,GR,Not Classified,CH,Not Classified,CH,,,[]
0c1b34e9-46fc-4cab-ac4c-16b00fdfc108,Patiswiss AG,PATISWISS AG,Switzerland,,Not Classified,CH,Not Classified,CH,,,[]
fdd1011b-98ce-4b6e-8d90-d85f753012cc,Parking des Alpes Fribourg SA,PARKING DES ALPES FRIBOURG SA,Switzerland,,Consumer Services,CH,Other Consumer Services,CH,,,[]
0c7de0dc-1436-4536-9280-9da510cd0160,Opernhaus Zürich AG,OPERNHAUS ZUERICH AG,Switzerland,,Consumer Services,CH,Movies/Entertainment,CH,,,[CH]
5f84a701-ba30-4938-a6f7-bd0fbf17fe41,Regiobank Solothurn AG,REGIOBANK SOLOTHURN AG,Switzerland,SO,Finance,CH,Regional Banks,CH,85.990856,Micro,[CH]
201f79ce-e641-4482-a4f9-765b2c7e5ab4,Idea Fabrik Plc,IDEA FABRIK PLC,United Kingdom,GL,Technology Services,GB,Information Technology Services,GB,,,[DE]
c4fca670-e096-4e84-a1ef-a29a12661acf,Majesco Entertainment,MAJESCO ENTERTAINMENT,United States,,Technology Services,US,,,,,[]
73727226-a8e3-4df9-9d09-fa898e7b0800,"ParkerVision, Inc.",PARKERVISION INC,United States,FL,Electronic Technology,US,Semiconductors,US,39.671429,Nano,[US]
eb1be72c-0c73-4992-a55b-44cb7eb7007f,XOMA Royalty Corp.,XOMA ROYALTY CORP,United States,CA,Health Technology,US,Pharmaceuticals: Major,US,304.316132,Small,[US]
54e541a3-f7ea-469b-a787-62f6877571ab,Mediolanum SpA,MEDIOLANUM SPA,Italy,MI,Finance,IT,Major Banks,IT,,,[]
b98d5b0a-a6b2-49ed-9499-926a1b9b15a1,Evergrande Real Estate Group (Shenzhen) Co. Ltd.,EVERGRANDE REAL ESTATE GROUP SHENZHEN CO LTD,China,GD,Finance,CN,Real Estate Development,CN,,,[]
30957f90-29ff-4f15-bae8-57566fd83185,UBS Group AG,UBS GROUP AG,Switzerland,ZH,Finance,CH,Investment Managers,CH,107939.664817,Mega,[CH]
889577f7-3464-424d-92d9-00d9001440fb,Thurella AG,THURELLA AG,Switzerland,AG,Consumer Non-Durables,CH,Beverages: Non-Alcoholic,CH,,,[]
5b2141e1-dfa1-4c84-8420-fabf8265ca5c,WISeKey International Holding Ltd.,WISEKEY INTERNATIONAL HOLDING LTD,Switzerland,ZG,Electronic Technology,CH,Semiconductors,CH,15.078706,Nano,[US CH]
b2e67dd3-bae6-4aea-838a-31f7e9983aea,Syngenta AG,SYNGENTA AG,Switzerland,BS,Process Industries,CN,Chemicals: Agricultural,CH,,,[]
4356da29-17ec-4634-88d4-7361d1c67533,Repower AG,REPOWER AG,Switzerland,GR,Utilities,CH,Electric Utilities,CH,,,[]
56d8ac0f-0f44-4f1b-b85f-8306a83f763c,gategroup Holding AG,GATEGROUP HOLDING AG,Switzerland,ZH,Consumer Services,CH,Restaurants,CH,,,[]
71adc7e2-e6e7-418c-9afe-f7f14965af8f,Kuros Biosciences Ltd.,KUROS BIOSCIENCES LTD,Switzerland,ZH,Health Technology,US,Biotechnology,CH,822.627517,Small,[CH]
13643f78-87b4-4832-94f7-c21c12e03b44,Einhell Germany AG,EINHELL GERMANY AG,Germany,BV,Consumer Durables,DE,Tools & Hardware,DE,976.973019,Small,[DE]
06a2bc83-bf28-4d5c-813b-79faee7d3922,Maschinenfabrik Berthold Hermle AG,MASCHINENFABRIK BERTHOLD HERMLE AG,Germany,BW,Producer Manufacturing,DE,Industrial Machinery,DE,224.697896,Micro,[]
b1c229d7-1316-4b48-9501-253bfc331760,S.A.G. Solarstrom AG,S A G SOLARSTROM AG,Germany,BW,Utilities,CN,Electric Utilities,DE,,,[]
00f173b1-c13f-4ce8-8c68-6dbfd1e78c00,Sto SE & Co. KGaA,STO SE & CO KGAA,Germany,BW,Producer Manufacturing,DE,Building Products,DE,346.142093,Small,[]
ac3d45b8-3d9f-44c3-9859-981686803662,Conergy AG,CONERGY AG,Germany,BE,Electronic Technology,DE,Semiconductors,DE,,,[]
5f7748fd-a243-42f3-b7e8-7beea5584fe4,CENTROSOLAR Group AG,CENTROSOLAR GROUP AG,Germany,BV,Producer Manufacturing,DE,Building Products,DE,,,[]
72465363-ac2d-42d0-82f3-40b3da6c79ed,Schaeffler AG,SCHAEFFLER AG,Germany,BV,Producer Manufacturing,DE,Auto Parts: OEM,DE,853.257293,Small,[US]
12333f9a-f63a-4c40-8cb1-646d0a14d876,Uniper SE,UNIPER SE,Germany,NW,Utilities,GB,Electric Utilities,DE,24079.683205,Large,[DE]
bdf17af5-d99d-4b58-9daf-e31fcbfa3194,FIH Group Plc,FIH GROUP PLC,United Kingdom,HD,Retail Trade,FK,Specialty Stores,GB,42.300861,Nano,[GB]
bcca5dba-7afd-4c93-850b-00712e72832b,Liberty Global Plc LiLAC,LIBERTY GLOBAL PLC LILAC,United Kingdom,GL,Communications,PR,Major Telecommunications,GB,,,[]
5b7d81cf-91a1-4663-9b1a-df13f14ecb76,National Bank of Greece SA,NATIONAL BANK OF GREECE SA,Greece,GI,Finance,GR,Major Banks,GR,8020.960882,Mid,[US GR]
14774a24-d22a-4aa1-bfe8-b5ddde12eb0c,Piraeus Financial Holdings SA,PIRAEUS FINANCIAL HOLDINGS SA,Greece,GH,Finance,GR,Regional Banks,GR,5493.297475,Mid,[US GR]
225043e3-902c-4bfc-aa34-5ca81ca2f503,Alpha Services & Holdings SA,ALPHA SERVICES & HOLDINGS SA,Greece,GH,Finance,GR,Major Banks,GR,4189.971543,Mid,[US GR]
4bd156ba-009a-470c-a9b6-e65e87f1a36f,Koninklijke Ahold Delhaize NV,KONINKLIJKE AHOLD DELHAIZE NV,Netherlands,NH,Retail Trade,US,Food Retail,NL,32341.440045,Large,[US NL]
bdb426c3-b345-48cf-97b0-cc5f5a602884,ING Groep NV,ING GROEP NV,Netherlands,NH,Finance,NL,Major Banks,NL,61042.825742,Large,[US NL]
0f7e8782-aeb4-41dd-899e-13587ae2d59e,Thai Airways International Public Co. Ltd.,THAI AIRWAYS INTERNATIONAL PUBLIC CO LTD,Thailand,BM,Transportation,TH,Airlines,TH,223.632250,Micro,[TH]
d47ad0fa-14a3-432e-8ee1-d664288e3609,"Tata Steel (Thailand) Public Co., Ltd.",TATA STEEL THAILAND PUBLIC CO LTD,Thailand,BM,Non-Energy Minerals,TH,Steel,TH,197.511845,Micro,[TH]
b162dfcc-8d01-4284-8d54-ea90c0891a2a,"Arconic, Inc.",ARCONIC INC,United States,NY,Non-Energy Minerals,US,Aluminum,US,,,[]
2f1abc03-20fd-4736-ade6-7451961263c4,BP Plc,BP PLC,United Kingdom,GL,Energy Minerals,US,Integrated Oil,GB,84675.124894,Large,[US GB]
10e0c2c6-98e1-4b40-9718-563458908e7d,"Charter Communications, Inc.",CHARTER COMMUNICATIONS INC,United States,CT,Consumer Services,US,Cable/Satellite TV,US,46565.027344,Large,[US]
25e938bf-8998-41dc-a79d-4c01dc980349,Companhia Brasileira de Distribuicao,COMPANHIA BRASILEIRA DE DISTRIBUICAO,Brazil,SP,Retail Trade,BR,Food Retail,BR,257.029081,Micro,[US BR]
efad8c8a-1326-4541-88a1-a04b761c6f96,"DNIB Unwind, Inc.",DNIB UNWIND INC,United States,CA,Health Technology,US,Biotechnology,US,,,[]
30b463a3-352e-48cb-bba1-c8322d5e95b3,"Dell Technologies, Inc.",DELL TECHNOLOGIES INC,United States,TX,Electronic Technology,US,Computer Processing Hardware,US,40138.390625,Large,[US]
f7ad6f7e-91c9-466a-91fa-207560a1f34b,Gafisa SA,GAFISA SA,Brazil,SP,Finance,BR,Real Estate Development,BR,49.273776,Nano,[US BR]
046a13da-b142-4dac-a8b6-6771b70cf6e9,"Great Basin Scientific, Inc.",GREAT BASIN SCIENTIFIC INC,United States,UT,Health Technology,US,Medical Specialties,US,,,[]
83ae5a51-9f8d-489a-8553-bdc65a74272a,"Hemp, Inc.",HEMP INC,United States,NV,Process Industries,US,Agricultural Commodities/Milling,US,0.017659,Nano,[US]
0cef54e4-7c4f-41d8-86be-1baa58b19a22,Hewlett Packard Enterprise Co.,HEWLETT PACKARD ENTERPRISE CO,United States,TX,Electronic Technology,US,Computer Processing Hardware,US,26155.183594,Large,[US]
4fd4e123-6739-4bd6-ac8f-b4525925f648,Infosys Ltd.,INFOSYS LTD,India,KA,Technology Services,US,Information Technology Services,IN,94612.813046,Large,[US IN]
8d44e879-cb3b-46e2-a846-deb51c259138,"LG Display Co., Ltd.",LG DISPLAY CO LTD,South Korea,SL,Electronic Technology,CN,Electronic Production Equipment,KR,4339.250654,Mid,[US KR]
46f1b34a-4dd8-40fa-b7e3-099c060251b9,Nokia Oyj,NOKIA OYJ,Finland,UU,Electronic Technology,FI,Telecommunications Equipment,FI,24746.755164,Large,[US FI]
ec684943-282c-4b0c-b460-70811d8414f7,Rio Tinto Plc,RIO TINTO PLC,United Kingdom,GL,Non-Energy Minerals,CN,Other Metals/Minerals,GB,89166.539540,Large,[US AR GB]
4e8d3b95-632c-4d06-9754-2297570e642c,Rostelecom PJSC,ROSTELECOM PJSC,Russian Federation,MC,Communications,RU,Major Telecommunications,RU,2461.473731,Mid,[US RU]
31c2f31d-b03c-425f-8840-2838d6a81bfc,Ryanair Holdings Plc,RYANAIR HOLDINGS PLC,Ireland,DU,Transportation,IE,Airlines,IE,21232.691368,Large,[US IE]
5e11521d-48d1-4a4e-87d5-b0bec7671e91,Sberbank Russia PJSC,SBERBANK RUSSIA PJSC,Russian Federation,MC,Finance,RU,Regional Banks,RU,30637.182647,Large,[RU]
b2b4c3e1-0fad-42b4-a5e7-5fae98ea7564,Sony Group Corp.,SONY GROUP CORP,Japan,TY,Electronic Technology,US,Computer Processing Hardware,JP,125019.279079,Mega,[US JP]
11008fcc-0cbf-4d4a-ba4d-34f347d9805a,"TerraForm Global, Inc.",TERRAFORM GLOBAL INC,United States,MD,Utilities,US,Electric Utilities,US,,,[]
080a85a3-32ef-41ef-be81-0a022d9a8d07,"Under Armour, Inc.",UNDER ARMOUR INC,United States,MD,Consumer Non-Durables,US,Apparel/Footwear,US,3444.565918,Mid,[US]
c6d80945-e27d-4da6-853f-10d7291ea95e,"Vical, Inc.",VICAL INC,United States,CA,Health Technology,US,Pharmaceuticals: Major,US,,,[]
3b4e2fc4-d506-49fa-b9d2-ad5635d998dd,Government of Argentina,ARGENTINA GOVERNMENT OF,Argentina,BA,Government,AR,Sovereign,AR,,,[]
09455aa4-9443-4e5d-9088-bdc1ac865b22,City of Buenos Aires (Argentina),BUENOS AIRES CITY OF /AR/,Argentina,BA,Government,AR,Municipality,AR,,,[]
1981c305-e5c2-4320-9baa-a111937075b4,Medanito SA,MEDANITO SA,Argentina,BA,Energy Minerals,AR,Oil & Gas Production,AR,,,[]
93a43386-4dfe-4d2e-9bf5-db9b919e8204,Oberösterreichische Landesbank AG,OBEROESTERREICHISCHE LANDESBANK AG,Austria,OB,Finance,AT,Major Banks,AT,,,[]
b6795ecc-9a34-4525-9b93-b9aad3f4de21,Landes-Hypothekenbank Steiermark AG,LANDES HYPOTHEKENBANK STEIERMARK AG,Austria,ST,Finance,AT,Finance/Rental/Leasing,AT,,,[]
fd852360-7d1b-41c9-9a4d-4414c12d1cb2,Hypo Tirol Bank AG,HYPO TIROL BANK AG,Austria,TI,Finance,AT,Regional Banks,AT,,,[]
e14c9b3d-955a-4773-92e7-897118ba1331,Landeskrankenanstalten-Betriebsgesellschaft - KABEG,LANDESKRANKENANSTALTEN BETRIEBSGESELLSCHAFT KABEG,Austria,KA,Health Services,AT,Hospital/Nursing Management,AT,,,[]
4e578570-fa5d-4c8f-a690-c0cb63c8a8b0,BAWAG P.S.K. Bank für Arbeit und Wirtschaft,BAWAG PSK BANK FUER ARBEIT & WIRTSCHAFT,Austria,WI,Finance,AT,Savings Banks,AT,,,[]
d54a143e-08cd-40dc-a67a-2dd979298af0,Kärntner Sparkasse AG,KAERNTNER SPARKASSE AG,Austria,KA,Finance,AT,Savings Banks,AT,,,[]
b2f46601-f1fb-4c3d-b807-90e766cb2da9,HYPO-BANK BURGENLAND AG,HYPO BANK BURGENLAND AG,Austria,BU,Finance,AT,Regional Banks,AT,,,[]
10a65d03-8022-4ab5-b2c8-83debab3f927,Immigon Portfolioabbau AG,IMMIGON PORTFOLIOABBAU AG,Austria,WI,Finance,AT,Major Banks,AT,,,[]
60663fb2-d4cb-4896-8815-4635ff3545c7,Bank Austria Creditanstalt AG,BANK AUSTRIA CREDITANSTALT AG,Austria,,Finance,IT,,,,,[]
fe6cff86-a2c9-4465-9191-76c44829dd5a,Government of Austria,AUSTRIA GOVERNMENT OF,Austria,WI,Government,AT,Sovereign,AT,,,[]
cb00a80f-0be8-4aad-8ce2-daf7b09c2ec3,Raiffeisenlandesbank Oberösterreich AG,RAIFFEISENLANDESBANK OBEROESTERREICH AG,Austria,OB,Finance,AT,Regional Banks,AT,,,[]
b5deae37-7d51-4499-b981-0eb824f06daa,HYPO NOE Landesbank für Niederösterreich und Wien AG,HYPO NOE LANDESBANK FUER NIEDEROESTERREICH & WIEN AG,Austria,NI,Finance,AT,Regional Banks,AT,,,[]
4837a88c-2f89-4b24-b2a0-d7f6d280ba58,Banco Hipotecario SA,BANCO HIPOTECARIO SA,Argentina,BA,Finance,AR,Major Banks,AR,309.199587,Small,[US AR]
cde6e2e3-9bf6-4165-b91f-a63e71bd5c6f,Allgemeine Bausparkasse Registrierte Genossenschaft mbH,ALLGEMEINE BAUSPARKASSE REGISTRIERTE GENOSSENSCHAFT MBH,Austria,,Finance,AT,,,,,[]
13e73891-037b-47a8-9841-90b061d47dde,UniCredit Bank Austria AG,UNICREDIT BANK AUSTRIA AG,Austria,WI,Finance,IT,Major Banks,AT,,,[]
7930ac62-e3a6-4e9b-a825-acf4da72c28c,CA Immobilien Anlagen AG,CA IMMOBILIEN ANLAGEN AG,Austria,WI,Finance,DE,Real Estate Development,AT,2926.306706,Mid,[AT]
a471c245-9e4b-454e-87f3-8661adf3b6f7,HYPO NOE Landesbank AG,HYPO NOE LANDESBANK AG,Austria,NI,Finance,AT,Finance/Rental/Leasing,AT,,,[]
bbaa383d-71e9-44f5-86a7-29f513904df9,Lenzing AG,LENZING AG,Austria,OB,Process Industries,AT,Textiles,AT,1528.262740,Small,[AT US]
41f54617-3e74-4b66-aa0e-a4f8e5c65e0d,Raiffeisenlandesbank Oberösterreich AG (Broker),RAIFFEISENLANDESBANK OBEROESTERREICH AG /BROKER/,Austria,OB,Finance,AT,Investment Banks/Brokers,AT,,,[]
57873583-57ac-4ea4-aac1-db9567b44340,voestalpine AG,VOESTALPINE AG,Austria,OB,Non-Energy Minerals,AT,Steel,AT,4678.627016,Mid,[AT US]
f7d4c2f1-af57-45e3-8e5c-aaea6c4cd35a,Bank für Tirol und Vorarlberg AG,BANK FUER TIROL UND VORARLBERG AG,Austria,TI,Finance,AT,Regional Banks,AT,2261.861008,Mid,[AT]
84bbb17c-220e-4e67-bc11-dfb7c2a4bfe3,Raiffeisenverband Salzburg eGen,RAIFFEISENVERBAND SALZBURG EGEN,Austria,SA,Finance,AT,Regional Banks,AT,,,[]
aa9611de-dabf-4994-a186-7b80dfa2f662,Bank Austria AG,BANK AUSTRIA AG,Austria,WI,Finance,IT,Major Banks,AT,,,[]
769b2ee7-319b-441a-9b78-80efd6b9fb09,Wienerberger AG,WIENERBERGER AG,Austria,WI,Non-Energy Minerals,AT,Construction Materials,AT,3749.665783,Mid,[AT US]
c80f62b9-48fa-4365-a654-6eae096425d3,Pfandbriefstelle Österreichischen Landes-Hypothekenbank (MTN),PFANDBRIEFSTELLE OESTERREICHISCHEN LANDES HYPOTHEKENBANK /MTN/,Austria,,Finance,AT,Finance/Rental/Leasing,AT,,,[]
3cceb4e2-16e0-4019-a6e7-55c672d29367,BKS Bank AG,BKS BANK AG,Austria,KA,Finance,AT,Major Banks,AT,778.335171,Small,[AT]
03eae344-2663-485e-9aac-a92678a92356,Art Investment Consulting GmbH,ART INVESTMENT CONSULTING GMBH,Austria,,Finance,AT,Financial Conglomerates,AT,,,[]
19c883b7-dd11-4647-9378-144e928c8eb4,Hypo Vorarlberg Bank AG,HYPO VORARLBERG BANK AG,Austria,VO,Finance,AT,Regional Banks,AT,,,[]
6cd9b23c-7713-4d1f-8408-809b559dc7c7,Erste Group Bank AG,ERSTE GROUP BANK AG,Austria,WI,Finance,AT,Major Banks,AT,23075.209776,Large,[AT US]
e78f66c4-fc17-42cd-b7fd-1b90bb7b2abb,Austrian Anadi Bank AG,AUSTRIAN ANADI BANK AG,Austria,KA,Finance,AT,Regional Banks,AT,,,[]
15d97b5e-be37-4cf6-b840-087899f23170,Constantia Flexibles GmbH,CONSTANTIA FLEXIBLES GMBH,Austria,WI,Process Industries,AT,Containers/Packaging,AT,,,[]
a9d8bd43-83c5-496f-b0e3-0a365f26897f,EGGER Holzwerkstoffe Brilon GmbH & Co.,EGGER HOLZWERKSTOFFE BRILON GMBH & CO,Germany,NW,Non-Energy Minerals,DE,Forest Products,DE,,,[]
b9f31158-6ccc-47cd-afeb-cbf0283f029b,Sonneninvest AG,SONNENINVEST AG,Austria,,Utilities,AT,Electric Utilities,AT,,,[]
2a2755f9-515f-49a2-b24b-8feb5174a3a8,Borealis AG,BOREALIS AG,Austria,WI,Process Industries,AT,Chemicals: Major Diversified,AT,,,[]
