id,marketCap,horizonPoC,horizonMD,horizonNoVolumes,horizonVolumes,esHistInno30D-Arcanist,esHistInno30D-ArcanistMD,esHistInno30D-Recco
bcb8fbf0-4267-4817-a3be-c544c1efa00f,2368524414.062500,9,0,0,3,0.479680,0.457357,0.431922
cedb6b04-7f30-4179-b0cb-e34d2d1c6fc0,78895446.777300,30,0,0,9,0.278992,0.244693,0.239727
e471db25-62cb-4955-a622-0af66b642b73,4858832.711200,30,0,0,10,0.419888,0.363634,0.361546
313a06cb-0f4f-485d-8415-f9963092907d,9088212890.625000,0,0,0,2,0.164214,0.159000,0.157757
3a616ff3-2e7e-4849-a730-0091aa62c8a7,740128784.179700,16,0,0,7,0.490569,0.441733,0.446265
7b759c25-17eb-491f-a059-ab8f668bbcfe,81627052.307100,30,0,0,9,0.346245,0.303677,0.313732
a161a5de-2944-4d8d-a922-f6c756a61cd6,4523877736.974501,5,0,0,7,0.228708,0.205940,0.220888
115fa166-71eb-41ab-b3dd-74a291a665fd,2135597283.074900,10,0,0,9,0.155639,0.136504,0.133809
242e0c6f-c90f-46de-a8f1-92da982c44af,3703724148.537700,6,0,0,7,0.290882,0.261925,0.234955
4d2edcb3-b8de-438b-9de1-e0f511a6da22,86691842.432200,30,0,0,9,0.276699,0.242681,0.237299
3490f3b7-db2e-4584-9336-52ff5a2f2ef7,12269203.601500,30,0,0,9,,,0.469235
85961c58-3b6b-485f-b451-8c36ad774356,2763788085.937500,8,0,0,6,0.227576,0.207747,0.204740
97e6221c-ec9d-4029-9abe-bf1463d04cc2,50865265625.000000,0,0,0,0,0.229972,0.229972,0.213033
8c93c6f2-c525-4181-8001-89604136321e,2290395288.138000,9,0,0,9,0.178014,0.156128,0.153906
1fa9741a-7609-407d-b28c-b755e861ffe8,425764540.454700,20,0,0,9,0.114280,0.100231,0.093730
545cd821-e1fa-4dbb-aed4-54530d4fa572,,,0,0,9,0.141414,0.124028,0.122419
c6f2553e-9e04-4701-ac78-0c9ee9f17168,329971065.850500,22,0,0,9,0.772443,0.677477,0.647398
fefefffb-70e8-4f46-847c-6682f68630c3,49727617.274000,30,0,0,9,0.455674,0.399653,0.379199
f396869d-86bf-48ef-9546-ac50d5de5e5c,2674755410.716800,8,0,0,9,0.348914,0.306018,0.309376
f3481191-573c-4cb1-af94-bcf2c3a1a0ed,65533675781.250000,0,0,0,0,0.308897,0.308897,0.293088
24a421b9-72e6-47ad-92e9-700d77409383,108306297.302200,29,0,0,9,0.342379,0.300286,0.284178
0a124ca8-7f83-4668-a7d5-e99316389a19,22568007.517500,30,0,0,9,0.371599,0.325914,0.313608
c8eb1993-efc7-462d-bab4-1064c3e4214a,778668758.838200,16,0,0,9,0.187160,0.164150,0.162961
