id,marketCap,horizonPoC,horizonMD,horizonNoVolumes,horizonVolumes,esHistInno30D-Arcanist,esHistInno30D-ArcanistMD,esHistInno30D-Recco
843ce470-3b49-4382-8cea-841d74c4a51e,,,5,0,0,,0.339902,0.339740
2fb8c75e-34c0-4ee7-8ec9-f7489f6ab198,,,5,0,0,,0.060374,0.062481
72bc44fb-9f3b-4042-b20b-46ef19d769c6,,,5,0,0,,0.127789,0.137138
42e5241b-0e03-4efb-8275-47f99d3d3312,,,8,0,0,,0.001082,0.001046
979bc8fe-3b05-47ce-a66b-e639b92d0ffa,,,20,0,0,,0.017790,0.019138
84a66d5c-2697-4b2e-896a-26a6165af9ab,,,5,0,0,,0.114915,0.124095
f094a1a1-716d-4549-8542-24bbd0831926,,,5,0,0,,0.040861,0.041506
6757f3ed-e844-45fb-b614-34a0a89dafcf,,,5,0,0,,0.100776,0.107020
890270b9-b195-4732-b765-9b8f15238d07,,,8,0,0,,-0.000391,-0.000380
b5abf8dd-aee2-4c52-aeb8-e5cb7f6b5701,,,5,0,0,,0.020053,0.019771
56c633c5-388e-42e7-8c02-9666c44eaaf1,,,5,0,0,,0.450622,0.433178
3cab9240-57a6-4059-a51c-67b0b2f07a35,,,5,0,0,,0.038009,0.039167
5128fac6-7976-4cf9-b592-1bf1c9761581,,,5,0,0,,0.073205,0.073721
ba217eac-7cf5-4ec8-bb4f-cfeb163c965b,,,5,0,0,,0.046947,0.046775
080fb2d5-d87b-459b-87a4-e57695602d19,,,7,0,0,,0.012305,0.012249
79688ecb-84c0-44cb-82fb-3d18130936bd,,,5,0,0,,0.018670,0.018184
5fc2b18c-59ec-4005-9ce0-16ea0c0236b2,,,8,0,0,,0.011200,0.011757
f27eff09-e5be-4cf3-9a82-cbe337f1203b,,,5,0,0,,0.059880,0.058687
c0c1736c-e80b-4fb2-b55f-cf5ca57b996c,,,5,0,0,,0.117782,0.125810
c861428c-b3c8-4070-8c71-0637d3305091,,,20,0,0,,0.018827,0.017558
694b367c-4f3a-43de-bdb3-4b9cef32d9d4,,,5,0,0,,0.170441,0.172186
e3cb539f-949c-421a-979d-9d40bb33c5a6,,,5,0,0,,0.013479,0.013102
0ea0a255-4b75-4e34-bd0e-325db70be2e6,,,5,0,0,,0.027067,0.027580
573a6875-c9f9-4bca-9f98-48f4d38503d7,,,5,0,0,,0.034905,0.033809
b2333a3c-fea3-4fdc-a68c-77dacec92149,,,5,0,0,,0.081422,0.085590
46c5e0df-2725-4665-8525-f75cd136891d,,,8,0,0,,0.001926,0.001943
45ef9717-f36c-4b4d-bcd1-320075868f6b,,,5,0,0,,0.135652,0.154226
202d84f2-789f-42a5-bb4f-b03fecbea79b,,,5,0,0,,0.079168,0.083459
388e29bf-26a5-4bbe-a96f-054a9fd6c293,,,5,0,0,,0.058592,0.056407
e2445376-2f0e-47c2-b051-da897f975398,,,5,0,0,,0.036228,0.034670
c1c67d16-48a7-4be5-abd0-312fa6192421,,,5,0,0,,0.062576,0.061474
987cd827-3bad-41bd-b300-64fa8cc30ed4,,,5,0,0,,0.024865,0.036633
22a1c453-8370-4ae0-a436-a7a36f5c66ca,,,5,0,0,,0.271939,0.265031
154f5b20-0d72-436a-b4f5-c1c34224cda8,,,5,0,0,,0.107404,0.112660
4d6dd6ed-50a5-4315-b68d-965747dfbbe5,,,5,0,0,,0.095143,0.106306
2fc7c6ae-21ac-4327-b2f9-c9fadb2fcb7f,,,5,0,0,,0.073742,0.071969
c766d4bb-744d-4882-ae39-18ecf6266c2a,,,5,0,0,,0.120728,0.111395
da2f578b-b37b-4db8-8fb5-650fc2e69b9d,,,5,0,0,,0.006479,0.006433
ec1b253f-b5df-4ed2-8ca6-2bb722b7b241,,,20,0,0,,0.031934,0.030118
e17abb4e-2f7e-4794-ae63-3103964282d9,,,5,0,0,,0.009671,0.010431
d8677211-537b-49e6-9c6c-9aa8b91debb3,,,5,0,0,,0.099465,0.095630
38baa823-8ffd-4ed2-8be7-354f486e8f53,,,8,0,0,,0.000446,0.000416
afb5d547-b1c3-47e1-a60e-6c68df68dbc2,,,5,0,0,,0.100837,0.098914
c0857c26-55db-4110-8bf7-adc8adcd145a,,,5,0,0,,0.127258,0.130096
0773e7e8-0598-4e7c-9bbd-6cf905b4cbcd,,,5,0,0,,,
7f05d36b-6a9d-4438-8c54-88250fa53bde,,,5,0,0,,0.033718,0.033490
