id,ytm,ytw,ytc,ytp
570a9f42-b9ed-4681-ba32-d85e88c7810a,0.039409,0.039409,,
f35aa846-881d-4782-aea7-54a649cd65e4,0.114427,0.114427,,
a25ede3c-1f75-44c1-a78e-9eec961f40f7,0.035004,0.035004,,
156a0af2-e662-4f00-9393-ac2371262483,0.043506,0.043506,,
dfa6dbe6-927b-4b3d-86f7-8f512346b93e,0.046648,0.046648,,
7ccd4f1c-8b25-4612-9ab3-743f4b88eeef,0.071142,0.071142,,
70b0d535-7de5-4237-bf37-bbccdb4b77bb,0.039785,0.039785,,
91a4dc51-c8b8-4fb7-aae5-7acaf6fcd622,0.058780,0.058780,,
340be208-bda4-4f1f-91cb-9b1b2ec34ae2,0.058582,0.058582,,
50f0f11b-76ec-405c-ab00-1af29b31d41e,0.057672,0.057672,,
699a5f5b-0aa3-4ac6-a7d8-856f8d01a705,0.062077,0.062077,,
ac9626d4-c2b0-46e9-b076-a0696fecf1e8,0.020139,0.020139,,
6a8c158c-4593-4eaa-9209-eb0fc61644fd,0.106117,0.106117,,
269b3afc-c0cb-4658-bed2-41320daa2e06,0.039319,0.039319,,
881e2fa8-d4e3-4395-b2c3-0d0a1e8ae017,0.074219,0.074219,,
05846a14-b880-4ecc-9119-ee75a099bf87,0.053124,0.053124,,
427e0fa8-df92-4a80-aa12-1b7a1883b290,0.039066,0.039066,,
082997b9-a06a-4054-8572-334d8073f1be,0.074233,0.074233,,
e4e5c7da-e265-4f8f-905f-f7e459b306e9,0.039606,0.039606,,
6bb07eed-d528-4aff-aeb6-9adc1f537c7c,0.033557,0.033557,,
1276542c-64e5-4953-9098-8c4c50e95781,0.062098,0.062098,,
4bd0b32b-1be8-4279-bc8e-5a1e8463af82,0.061858,0.061858,,
0d82879c-2dfd-4d27-a914-0c339723a88c,0.047314,0.047314,,
24cebae3-4f16-407d-b654-45a24201a14b,0.054249,0.054249,,
d2bbec06-9ca2-4144-a3c5-3cc25254b9a0,0.050607,0.050607,,
01007361-0271-48f6-87d9-12d2954b7f3f,0.048315,0.048315,,
24ca726b-a767-4ce0-b9ca-9c6253128fae,0.040568,0.040568,,
1083e331-8675-4608-bb47-051004e368c3,0.065528,0.065528,,
45f61995-ca2a-4e95-b710-9bc114eab5e0,0.059384,0.059384,,
81f6812a-7889-42df-ba16-3c5642f56187,0.066922,0.066922,,
2009b2db-5f5b-43c9-acf9-6068eaf6766d,0.062325,0.062325,,
0976c20b-da81-4abc-b0ba-173d05227592,0.020443,0.020443,,
993be943-cd74-44ba-99fa-2bf0747d18a5,0.047825,0.047825,,
8092ca23-cc09-4d00-96e9-d64333e9961e,0.038434,0.038434,,
8a4d88a7-310e-403b-a2de-e4485d1c4f8a,0.048429,0.048429,,
a16183fe-85c0-44ef-8a3f-416008a8e31b,0.053077,0.053077,,
34c08c96-4c72-4f26-83d3-0e63f1c3cc1d,0.053120,0.053120,,
3fbf87ca-6db5-4710-b22f-eb76baadb06e,0.061798,0.061798,,
6f6ca1b2-0836-44c4-85c9-be59098434e2,0.053551,0.053551,,
c658fbcb-7454-41ac-9f9b-12d5a9d03a2b,0.058469,0.058469,,
24a97ee4-8719-496b-95d5-8b846ba0cad1,0.035022,0.035022,,
aa4053c1-e2e7-4b1c-89b7-e79ce0b301af,0.059972,0.059972,,
0a694e5e-2a3c-4ba0-8fc1-f8ac36005761,0.062211,0.062211,,
ffb2d95c-36b1-4cea-ae38-fd3e5bfdb851,0.123613,0.123613,,
114c827b-2a52-4b94-b8ea-8dbb33e219a6,0.033281,0.033281,,
c9116479-6caa-4ae4-8231-839a7add5faf,0.045334,0.045334,,
951f2e70-3751-4d02-945c-6c4b126421fd,0.053032,0.053032,,
5ca4ec61-da83-49a6-9130-b70c38826e1f,0.062087,0.062087,,
354554c2-505c-4388-8483-2278eb83ada4,0.046452,0.046452,,
5b7f8280-7c38-4a7f-8cbd-065fa259ca30,0.037735,0.037735,,
e4574e78-d27f-4f32-b0dc-d690eb81ad52,0.061906,0.061906,,
929174f9-4cf3-4fd7-a080-49e213b99efb,0.019064,0.019064,,
8bf73d65-9bad-4845-b9a9-7e1580a7bf35,0.026877,0.026877,,
bc653bca-56c8-4123-a315-31d9282a9b37,0.055665,0.055665,,
bbf03adc-1912-4eb5-b3f5-95d423352ba4,0.062216,0.062216,,
05af07d7-01a4-4d50-9f1c-04c308a494fa,0.035656,0.035656,,
f2806925-905a-4eec-b75a-c9c5cad2c396,0.025085,0.025085,,
00fef8cd-b2a9-46a5-aa17-789de58e5de2,0.050976,0.050976,,
03eb0e27-def8-42e0-9002-e8ae3639d706,0.064060,0.064060,,
c1998b5e-b33b-4187-9d5e-f655bac898e9,0.051147,0.051147,,
a430b7b5-5930-422a-851f-4b76efe7ff3a,0.003952,0.003952,,
e0282d4a-c8aa-4c72-955f-0f8718874dff,0.062211,0.062211,,
1f112ae4-3e02-49e9-bc6b-19a1d35b61e5,0.044377,0.044377,,
1084e347-613d-4aec-bd09-c0b9228e67e0,0.042972,0.042972,,
fde6ba80-f82a-42cb-b3a7-9b8e86973cb5,0.061337,0.061337,,
d5a73b16-757a-4d98-87de-7c4920745dd6,0.026184,0.026184,,
0a07e913-52cc-49e2-baa2-5779e35b42ba,0.042106,0.042106,,
07bf141d-f3b7-45e0-825c-efcd88c77d3e,0.045360,0.045360,,
8f2e781c-00ed-47ce-b3b3-624a33817a59,0.013290,0.013290,,
92e9a9a7-6ebf-400e-8f72-24023af58145,0.057011,0.057011,,
53288d49-bf75-45ee-86ce-6737dbd61838,0.037613,0.037613,,
fcda294f-7406-4b0a-b3e9-4ee6df1311d2,0.035667,0.035667,,
3f086339-20f7-469d-b167-2b75f1a415ce,0.075222,0.075222,,
6c10353b-04f9-46d5-bb37-eb31aeb3ad10,0.035004,0.035004,,
231b6949-2593-4bd4-b51c-02202da5da04,0.038256,0.038256,,
0ec781de-4bc6-4b6e-ad52-cb74af3dfde6,0.048491,0.048491,,
4569ce76-f069-4fea-8700-4b5a7907d0e6,0.061678,0.061678,,
4a56cc53-db20-46d6-bfcb-bc2c28c57124,0.021219,0.021219,,
6b181b28-c54f-4363-826f-d92dd34c4033,0.120322,0.120322,,
75ad5659-2a6e-4751-b26b-73874ef67c6e,0.048805,0.048805,,
59223e3e-9ecb-43e5-ad34-3019dad4a978,0.053077,0.053077,,
153f116c-8bc2-4d3f-8434-f44b58c9d7f4,0.041588,0.041588,,
05ac14ca-f4d3-4da3-b110-adc248847268,0.038887,0.038887,,
08504e8c-c2e9-49e2-9024-fef070536059,0.056258,0.056258,,
1bd2b77f-7f88-42a3-aa7f-4b5c1d57d524,0.034932,0.034932,,
738d1e5a-9092-4ea4-910d-ea04b5e8b2ea,0.017735,0.017735,,
4e7b9e2e-0c2a-4418-9af9-f92038f78dcc,0.036319,0.036319,,
b9e73de4-c3d8-4cbd-823e-fa6599eaf7c0,0.035299,0.035299,,
4f1d3c8e-7aed-4b3c-ab92-402e5bca2c8f,0.005875,0.005875,,
2b406920-bf85-40f4-96af-952abf0fce87,0.042842,0.042842,,
ed6f42ce-3d8d-48cc-bc8d-3c6c813dd2bb,0.047565,0.047565,,
c67496fb-1ec1-48ca-8d83-4abc3c413550,0.056835,0.056835,,
51b28252-3b0e-463f-b641-03eb53ed4081,0.060472,0.060472,,
0889f1bb-705b-480d-b20d-fad6432b4329,0.034950,0.034950,,
d3247559-c8c7-4844-b2bc-109b95afeb5f,0.012158,0.012158,,
1997469b-dd86-45c1-88f5-d14186a6ef21,0.036776,0.036776,,
69617568-1c56-4b10-837b-57f8e6295d9c,0.038874,0.038874,,
b7a6e2df-3bf2-4441-9756-84ba282ed48b,0.005894,0.005894,,
c024d3cd-7b22-418d-a59c-d2434012cf32,0.051452,0.051452,,
26f53542-f8b5-4fac-b408-e5067a75a4f1,0.040498,0.040498,,
73f6afc8-1808-473e-80a6-a5c7c1d04ffe,0.043732,0.043732,,
cdb8f71f-2112-4be4-bec1-2d36a1408a5a,0.000284,0.000284,,
f0d91f6d-2e06-4a41-928b-58c3e883abaa,0.037770,0.037770,,
9c177193-930e-423b-86d9-b1b4cb2a6c1a,0.052974,0.052974,,
679997dc-9b41-49cd-b063-f0cbd1e27274,0.053101,0.053101,,
6f8b1b75-988c-48a4-9625-caf00fd6fc32,0.059309,0.059309,,
2497fa41-313b-4d4e-810e-624bd175c49b,0.043673,0.043673,,
2fb62c6f-6d21-4b18-9972-e92c18cea0e8,0.033231,0.033231,,
dbb73f75-30cd-4d00-bd16-de23784f5ae5,0.059025,0.059025,,
27c88c2b-241f-423e-9abf-ecca8e31cf9a,0.051677,0.051677,,
b4df47c2-1181-4065-a8b4-88b6e55b2098,0.043096,0.043096,,
1f9db119-391b-45ec-bd5b-27239678a212,0.056716,0.056716,,
bd5d2b1f-b163-4f22-994f-3ba4d062e0bf,0.039042,0.039042,,
9c27da89-cb1f-4f68-8fa5-637b07fc0ece,0.015288,0.015288,,
d55b3c8c-f8ca-4b27-867c-85af11dbc7b8,0.053460,0.053460,,
9542e3b9-52ff-4761-929a-c18adbaac323,0.077100,0.077100,,
ef5aff8e-49a0-426e-b243-14e3bcafa06e,0.038091,0.038091,,
c74b9194-162c-4e10-89ee-1778b12875fe,0.065627,0.065627,,
97ce115e-9a06-49e0-b4b5-963e5ff471e5,0.014329,0.014329,,
739986aa-d256-4679-a729-510de7aa356e,0.046650,0.046650,,
942a7cfa-c222-41ca-82c9-e6a4784a0263,0.054363,0.054363,,
c4091607-8013-484b-9056-69f97b1b7c94,0.058550,0.058550,,
dc7f861e-36c8-4207-839f-0eb1cb199757,0.038887,0.038887,,
74fdb531-52e9-4733-8ab6-616a27bc110b,0.015075,0.015075,,
c5ae3ff2-7bac-468d-b46e-66204f0e62cd,0.051575,0.051575,,
b63ae2ad-d869-4cfe-a91e-32fc3ed33af3,0.062112,0.062112,,
fac53c83-87fe-4234-a01d-4ddfcd05e704,0.035328,0.035328,,
0614bf13-505f-4eab-85a6-0be8ec9b5684,0.048211,0.048211,,
5d110b7b-8400-4a91-8cbf-4e43371d1ca3,0.038874,0.038874,,
8c8f8a5c-93fe-421a-9abd-86fcd0fa1ec9,0.035161,0.035161,,
5c549a38-075a-4a95-9c06-c5e357fc8e0c,0.057832,0.057832,,
664a6516-0a37-427c-978c-de1164d1cd2c,0.062089,0.062089,,
5a4f99fd-8c9a-4879-ae51-380868c6c509,0.076755,0.076755,,
20e67570-7d21-4e6e-a827-fc85a349b23e,0.058695,0.058695,,
22a89610-29b1-43f9-9547-c6dc6cf8535b,0.055880,0.055880,,
03da1b4e-5224-48ac-9287-e27415218d3d,0.038162,0.038162,,
f41c5e42-6129-4840-8da1-7d444549b4e1,0.043032,0.043032,,
505fccc6-85d4-4db1-9e0e-3d862a215fb2,0.055448,0.055448,,
afa506a7-4e0e-47c9-9884-2d640b247f28,0.038356,0.038356,,
da03f911-068a-4220-a757-c7874272eb15,0.040041,0.040041,,
86006495-7f01-49a3-9069-3d2627f648fe,0.060456,0.060456,,
d1db68a2-56f1-451f-8b76-103f53d99553,0.048769,0.048769,,
f0c027aa-16f8-4cb6-ad49-75439da3909a,0.041539,0.041539,,
272e87a2-3fe2-4678-be1d-59d0c1409f92,0.059014,0.059014,,
915eb0c9-da96-4adc-842d-8a33d15fab24,0.038311,0.038311,,
46db7743-f475-4196-b530-1e5f39c6f60e,0.064475,0.064475,,
92c6bb59-8370-401a-a42d-a22a81479799,0.056132,0.056132,,
4cec9c58-7872-4e8f-afc7-c395c4913316,0.054386,0.054386,,
202ad409-56ca-4c96-a4a8-a37d7509c37c,0.011715,0.011715,,
bca95d95-0dc5-45b0-b5ae-74035f25588c,0.007229,0.007229,,
eabbd8b3-adeb-4c18-80fa-4b32aee897a7,0.040876,0.040876,,
edaaad78-b382-4642-aac8-573aba2d6309,0.052944,0.052944,,
0503464a-f8c7-4c41-afcd-0a2620ce394a,0.063731,0.063731,,
1624c3f8-84a0-4367-b94a-b0bdca8875d3,0.049959,0.049959,,
abf58aa9-c0a5-44a1-b497-7f143809d25c,0.110851,0.110851,,
5efec81c-448b-495d-956e-07d188129098,0.056732,0.056732,,
a838b197-3873-4447-9e47-9426d87a1abb,0.041639,0.041639,,
8e710c45-954a-4867-8c8f-eca13c9a0abc,0.044018,0.044018,,
4cb6bb32-8759-41cb-8476-584931f82dc7,0.051449,0.051449,,
1121af46-743c-4e1b-9286-a00334b8c081,0.196393,0.196393,,
3d8c9908-1e57-4968-a2a0-c613f533c364,0.105746,0.105746,,
da1e976e-8de1-4ead-adb1-79b12b057a23,0.019914,0.019914,,
2d964f0a-07cc-4461-ab77-5283a4459318,0.053005,0.053005,,
e3aa236f-2bd4-4fc2-b215-85884aabceea,0.058652,0.058652,,
2211de78-e5d1-4bca-b1d5-ee256b44dcc1,0.018177,0.018177,,
7bc1d60a-ccc7-4c76-b2c8-cafbd5207b9a,0.057395,0.057395,,
08090dee-731a-4f59-ab29-9726af0d893d,0.055004,0.055004,0.054326,
31bc9a05-e131-40e9-9508-16ae83cc4e5e,0.077173,0.077173,0.325867,
b2a5e6a0-2fd6-4c64-addb-60cf9128f90a,0.039669,0.039669,0.039771,
b6e1b163-9634-408f-a27f-8cf8e3fa9228,0.053703,0.053703,,
a39d3cbc-8604-4b02-b388-b508307d23b4,0.074426,0.074426,0.062900,
14c91e56-f3da-4dd8-8a4d-1d32b0c46f4b,0.056799,0.056799,0.060196,
d8cce176-5872-43b0-9aa1-54816170d0f9,0.451677,0.451677,0.706789,
5d72f0b7-cc39-4388-bb2e-1d3422d17a0a,0.044235,0.044235,0.044037,
c7225c58-f38c-4419-82af-a8c6e25e7788,0.057481,0.057481,0.057713,
20fe1329-46f8-4025-a1e8-e247becc851b,0.051374,0.051374,0.211918,
8d25fb46-18dc-4489-81a3-7f525076653e,0.044029,0.044029,0.354429,
648ecc40-73f8-4c02-98b0-3e922b1617c5,0.133542,0.133542,0.206364,
5f599894-ca64-4e8a-b294-2a7cc622c608,0.034887,0.034887,,
e30f33ce-075e-4fd7-a4de-bbf6ced3059e,0.107481,0.107481,,
722695df-cfc0-4bc5-aeea-2a8b307e617a,0.083328,0.083328,0.641881,
4cddaef7-a805-4f31-b0eb-35c04d1bd7b6,0.084192,0.084192,1.888113,
16de9ffc-20c5-48aa-adb5-1d4a5e2c8e1c,0.090491,0.090491,0.565400,
94dcd6c8-be21-4d79-822b-61b359f5b341,0.042837,0.042837,0.044999,
5b5bcfd4-08ff-4498-be55-5161736c4602,0.055328,0.055328,0.057025,
b7823216-d01e-465c-8cf1-9ca47733266c,0.062937,0.062937,0.056546,
74666ec3-1fea-4353-85af-47fecfa84cae,0.061047,0.061047,0.061315,
c15f7c89-b94b-472c-92b5-e958aa7fbfd2,0.060559,0.060559,0.060740,
f3b09b20-8354-4fbd-a6c0-8b158f4bb6f4,0.054502,0.054502,,
