id,horizonMD,horizonNoVolumes,horizonVolumes,esHistInno30D-Arcanist,esHistInno30D-ArcanistMD,esHistInno30D-Recco
54b7204d-3d1b-4bd4-8d7f-f00c6b66e745,0,0,0,0.072435,0.072435,
6a1e6b78-ead8-4536-8a53-22bea5b277c1,0,0,0,0.199652,0.199652,
271373e3-46ed-4133-9e0a-8ef4f845d258,0,0,0,0.112474,0.112474,
960ce972-7c5f-446a-9355-ec1233bf59b8,0,0,0,0.033271,0.033271,
04a4f1ab-c4c4-4945-b6f8-b1c43f24bbac,0,0,0,0.106009,0.106009,
eadcb794-6026-4764-8dc5-9d93516a1a8c,0,0,0,,,
53233e1b-ff6a-4b3a-9e44-33c164a6528c,0,0,0,0.105519,0.105519,
131ace74-2f78-495e-9531-52cdbcb56240,0,0,0,0.057190,0.057190,
e7be5bfb-d050-4dac-9144-69f3752b5c43,0,0,0,,,
49ef6343-4aca-4e73-ad49-6c17ebba63cf,0,0,0,0.112977,0.112977,
4796b873-b018-4cb0-9f9d-ead1d65dccb0,0,0,0,0.001061,0.001061,
54bc2f35-cc9c-470b-9c1a-eb49b8802025,0,0,0,0.073845,0.073845,
c8ec8c36-1699-455c-a5d9-56d81efaea83,0,0,0,0.072682,0.072682,
d0b0c1f3-500b-4a0c-84f5-c06874d39710,0,0,0,0.072511,0.072511,
e13b693b-2fef-4d4b-bc44-949979415ed6,0,0,0,0.072533,0.072533,
aed6b359-a77d-4d16-b8e2-5c85fbf95bd6,0,0,0,0.072501,0.072501,
6337b0b5-e0e0-4ecf-b3f8-fcbeac2c95b3,0,0,0,,,
b83b7955-7e75-4984-b6d7-49dbf22536ea,0,0,0,0.008892,0.008892,
005095b2-766f-40b3-b05f-cdefdf004f90,0,0,0,0.062757,0.062757,
e8badcea-b1b1-4ded-b0e2-c481cd926f63,0,0,0,,,
785a2114-de81-49c9-bf23-40f6d1901465,0,0,0,0.014260,0.014260,
691dde9f-c904-4dbc-bd06-9d74d7aa5591,0,0,0,0.001643,0.001643,0.001643
52bab350-53a0-4f4b-8053-86b8ebaf4c12,0,0,0,0.050950,0.050950,0.050950
4ca69963-1add-43ca-9653-139ce4d1c864,0,0,0,0.508529,0.508529,
9d8ac4cf-d189-4ac2-8122-27e12ccf68ee,0,0,0,0.508529,0.508529,
f72974c4-aafc-43f3-be82-cc84daf552d4,0,0,0,0.508566,0.508566,
c5f8ef33-39a6-4a6f-861b-4fd23496260e,0,0,0,0.508566,0.508566,
788f76f4-475e-4afd-bcf8-759fe2cb671d,0,0,0,0.508566,0.508566,
54429667-e695-4d94-9adc-548699b6c5c0,0,0,0,0.508566,0.508566,
ac1f782f-36fe-49e7-b360-7133d97406e2,0,0,0,0.508566,0.508566,
4f533fce-ae4f-4ec4-889b-bdb16f0d04a6,0,0,0,0.508566,0.508566,
12972b42-23df-452e-af43-fba6e637a602,0,0,0,0.508566,0.508566,
5ef02e52-81db-4ab4-b20d-2eea7fdd57e1,0,0,0,0.508566,0.508566,
1e5bcb62-f441-4464-bc62-84d1763ece37,0,0,0,0.508566,0.508566,
755826d7-f08c-498b-9276-dba61875b331,0,0,0,0.508566,0.508566,
0e093715-083f-4a76-9e45-1dc3f152d9fa,0,0,0,0.508895,0.508895,
bd4c1309-dceb-450d-9bca-916aa6fd07c6,0,0,0,0.508895,0.508895,
14737b7f-6720-43aa-8707-493726421a88,0,0,0,,,
1bff43c6-7132-4b0a-8b7c-e97b1abd4549,0,0,0,,,
c5e2d362-1a8e-4c45-a2d8-f9bcdf80658e,0,0,0,-0.005034,-0.005034,-0.005034
34b4a942-74f8-4834-bdf8-589bc41628ee,0,0,0,,,
3352eace-026c-4aa8-a028-71c187b3dd0d,0,0,0,0.946988,0.946988,
2eb41613-9d1e-4319-b2c5-f2d3e68d554c,0,0,0,0.785665,0.785665,
294e0b36-e1dc-49ed-94a3-b40a9c5735ad,0,0,0,0.689302,0.689302,
e33b0c9f-690c-46ac-96a5-89c0a0aba0be,0,0,0,0.946988,0.946988,
64f63e83-855a-41b0-8d5c-4dba7d6b701c,0,0,0,0.642803,0.642803,
c5f7b4b7-dbf1-4fca-a12b-dc638dac2e2a,0,0,0,0.946988,0.946988,
7b7e2d7e-e91a-4519-af5e-ae826f11544a,0,0,0,0.810038,0.810038,
2ec04e77-35ba-49b8-8936-07d174427b1d,0,0,0,1.000000,1.000000,
d1eb65d8-6110-4ec7-9520-b8cecb47a67a,0,0,0,0.810038,0.810038,
f7fc7db6-e01c-4f28-a134-c3178263aa2b,0,0,0,0.689302,0.689302,
f0037c6c-68d5-45e1-aa47-aa20fcb144e7,0,0,0,0.916823,0.916823,
026dfc06-d96f-4253-b0cd-1258372fa19a,0,0,0,1.000000,1.000000,
3c2f1bbb-c9fc-4686-903c-ad98c4283a5a,0,0,0,1.000000,1.000000,
fb62fb9c-94d9-4caa-bba4-4b55955efded,0,0,0,0.642803,0.642803,
e697d788-9131-40dd-b33a-e547d7455b96,0,0,0,,,
539ffd62-22fe-4060-81bc-c6829541cbcd,0,0,0,1.000000,1.000000,
f83001bc-2736-4529-b373-6b4f5ec9c3aa,0,0,0,,,
2260c151-60ce-49a3-bb63-c6935f4a98e9,0,0,0,0.785665,0.785665,
a45e6ee5-388d-424e-b72f-f88c1bd739ea,0,0,0,0.946988,0.946988,
114f9837-b4c1-4c00-bdef-dc882da7bfd7,0,0,0,,,
0ebc0e9f-d1e3-4374-a851-9ef589ff6ca4,0,0,0,,,
460fe76e-c0dd-4965-b948-8915eb0d3099,0,0,0,0.133566,0.133566,
2f676104-112f-40f7-a067-b83d7ca69ece,0,0,0,0.134024,0.134024,
42744ee5-ad68-4d1b-8833-161c12c685a4,0,0,0,0.133580,0.133580,
318fd281-d014-462b-8784-0d64c24aa3b8,0,0,0,0.134877,0.134877,
45fd699c-a843-47ac-bdf4-1268a6ec5863,0,0,0,0.090505,0.090505,
46d4217b-e6d6-49dc-bcd4-ebc84854903d,0,0,0,0.133379,0.133379,
458e1292-39ad-44a7-956d-3848401b1a23,0,0,0,0.134141,0.134141,
7ac480ea-3747-4843-9158-2310ab20945d,0,0,0,0.120539,0.120539,
316074b2-481c-4686-bc72-1ad605a35e7d,0,0,0,0.133513,0.133513,
20426d89-b782-4e00-9aad-3cc1842a1974,0,0,0,0.133298,0.133298,
af254f62-f9ad-4dbb-8847-587403303269,0,0,0,0.133529,0.133529,
3bf4d0ab-590f-47b7-be92-1409a581d9ac,0,0,0,0.133937,0.133937,
2c88d403-52b5-480c-91f5-b271adec7e5e,10,10,10,0.130587,0.130587,
4cface27-7652-40b2-b336-08288b2befbb,10,10,10,0.091819,0.091819,
a9140bc8-9acc-42f3-8828-b1a426b71861,0,0,0,0.132521,0.132521,
0772f67a-ec53-4c7e-8a02-6ba1ffb864a5,10,10,10,0.122063,0.122063,
e7961abe-d7af-4ee6-8d4f-f6b4a22de524,0,0,0,0.077025,0.077025,
d5b0f8d1-8cd9-41f4-ab45-8b5227e70a6d,0,0,0,0.417256,0.417256,
f0bffe08-34ea-4a2e-898a-8ede888dbea8,0,,,,,
73b7e5f6-e6a8-4cd2-9236-8d2e6631ac79,0,0,0,0.001025,0.001025,
bcdaf829-7f0c-4a7c-a9db-a03fb71fd3ab,0,,,,,
b7b9b717-7479-48e0-b119-9d5e83408f28,0,0,0,-0.001534,-0.001534,
d1f754d3-1eb6-4f40-a695-b4082b15476e,0,0,0,0.002042,0.002042,
96d62f3a-5ae9-4f02-9f07-b9bfd9a01823,0,0,0,0.008302,0.008302,
1121bd5d-2337-4f9b-b8ac-3ec74197b502,0,0,0,,,
29d3d2fd-a8d9-417c-ad18-1cef836f8fcf,0,0,0,-0.006110,-0.006110,
e76247c1-24f3-4678-a6bf-14979093701c,0,0,0,0.053540,0.053540,
3679a722-cf91-46ce-b71b-c585585371ac,0,0,0,0.081394,0.081394,
a53b2633-4650-4458-a02f-9bc87402ef9c,0,0,0,0.027763,0.027763,
47ba473e-4df6-4aff-8730-d5ea3222c0ad,0,0,0,-0.000675,-0.000675,
af73db4e-6409-423d-a047-c8027fd250fb,0,0,0,-0.000688,-0.000688,
11497084-1ecc-480e-9720-63de07eee7c5,0,0,0,-0.005735,-0.005735,
4b56c164-3c7d-4956-bc8d-827f4cc7ea78,0,0,0,0.126028,0.126028,
4cc553b1-1ff9-40be-8a37-24290476ca0b,0,0,0,0.001558,0.001558,
34307bf5-432a-46ce-b26a-e522771986f2,0,0,0,-0.005718,-0.005718,
442200da-541d-4c32-bc99-665b0b4f19dc,0,0,0,-0.005952,-0.005952,
0a0b4094-540d-4ef4-8b31-c1d18ea37b7b,0,0,0,-0.005943,-0.005943,
9d570cb9-ca5a-4d1a-9538-5e9c44ad691e,0,,,,,
545bfe87-e901-48d0-9792-fa26aa270b99,0,0,0,0.022844,0.022844,
a1e628ac-798d-48fd-a85d-cbb727b6ff47,10,10,10,0.039138,0.039138,
c3467832-ea63-4f50-9470-0d0b2997aeba,0,0,0,0.018035,0.018035,
024cea07-6864-48ca-bb2c-a5661d0ff6fc,0,0,0,0.015544,0.015544,
09cbb7ab-7ee2-402e-874e-db65f7d29672,0,0,0,0.020725,0.020725,
41ed6711-9ceb-497e-b8ee-6e47f1ad4d92,0,0,0,0.006432,0.006432,
6d6849ca-ae3c-4456-bf1a-b509a256f014,0,0,0,0.019812,0.019812,
