id,marketCap,horizonPoC,horizonMD,horizonNoVolumes,horizonVolumes,esHistInno30D-ArcanistLiquidity,esHistInno30D-Arcanist,esHistInno30D-Recco
de7a2cff-a5d4-4c69-a151-f4777f68c164,17106788507.619501,0,0,15,8,,,0.165874
acf93fbf-d6ad-48a9-acf3-38fae5e5da41,594196960.449200,18,0,15,15,,,0.299719
38126d31-109c-482e-9e02-f9313ad0b773,5313979003.906300,4,0,15,0,,,0.327817
f994c9db-5bef-4fcb-845b-2e0b9bbfd69d,24715775856.542099,0,0,15,9,,,0.256429
90c76f17-1ab1-48a3-b8d7-8c79f0bdf357,34447172284.410103,0,0,15,8,,,0.157936
bcdd86c7-dabf-4b2f-a45e-cac00f02e276,2116389068.179000,10,0,15,23,,,0.188827
e9863ae1-e16c-435a-ba19-2fd92dd1bf17,2165044844.445900,9,0,15,26,,,0.351283
1c22b9d9-5d4c-46e8-b2ab-4371964227d9,3343172365.249700,7,0,15,7,,,0.232959
a6c5a893-33d8-4f7e-973f-99b348674f8e,533033935.546900,19,0,15,15,,,0.340317
1ce30987-9ebb-4f89-b75a-3e80d984501c,148656968.360000,27,0,15,30,,,0.371471
07bffd7a-2387-4b00-a611-35677c069b7a,473253631.591800,19,0,15,14,,,0.307234
635f9461-a929-4929-891a-f15eeb5fc651,1504890380.859400,12,0,15,10,,,0.164860
6e249c8d-3b82-4d00-bb1b-93a1c7a02509,663770189.981500,17,0,15,29,,,0.172519
214484a0-c9b1-4ebd-9d98-ecb12cf77c96,2024015488.187200,10,0,15,21,,,0.106792
94a80c42-b59b-460f-8c4e-818d406ff49e,2435130528.453500,9,0,15,14,,,0.109300
b4a8ad36-5e0d-4827-baf6-6ecb2053d165,147190082.719800,27,0,15,30,,,0.783300
d64afe9f-b5b0-4f75-b7e0-ec7da3befc2f,6632059082.031300,2,0,15,4,,,0.165261
ae151fb5-1a64-4185-b70b-db0c9c6ab7d8,53791222.154800,30,0,15,30,,,0.278655
09e60069-8d1a-48e4-b039-f08ce5790282,121831481.933600,28,0,15,24,,,0.843404
49e7f902-775c-437d-bc08-5de9c4b4346c,12428729780.260401,0,0,15,1,,,0.293984
8125001c-5c1a-43ac-92bb-e81095fc993a,110116281250.000000,0,0,15,0,,,0.133447
bb983a11-537d-4867-95f0-a7b5ac370389,1947947470.060600,10,10,30,30,,,0.403708
d226c7d3-d91c-40ab-9442-e668d2f11d18,211225097551.522003,0,0,15,0,,,0.169019
eef6ee29-095b-434a-95b8-a7cacbc07a9f,545847975.141300,18,0,15,20,,,0.205301
12e2c956-71a6-4383-b3d9-d85c71d589f4,64176761718.750000,0,0,15,0,,,0.157072
1fa0f4c3-ecdd-4403-b973-af98e34f1310,5847572.879400,30,0,15,30,,,0.567255
9285aab8-1365-4a75-bec2-27b906b1341c,20647615054.096298,0,0,15,3,,,0.191321
db5cba52-af7c-4847-93c4-fbbbf8d44e0c,886794892.552400,15,0,15,30,,,0.097768
b57fe957-1bfc-4bea-9aa5-119d8a0f7f3a,20321933593.750000,0,0,15,0,,,0.256495
78202fc3-39e0-4b2b-ae67-b3b16fcc0a17,12642223632.812500,0,0,15,4,,,0.126804
6f3b563b-7f79-411c-8be8-66f59c521b08,18641890625.000000,0,0,15,1,,,0.216222
d07c2a47-a3eb-4523-bd4f-bc9a261a4f2a,3129301804.829800,7,0,15,14,,,0.429259
1c8fa27c-15fa-4ed6-a4b2-2458f84ef859,135982087.803900,27,0,15,30,,,0.293348
801e029e-be7a-45e1-b674-aee6d620d39b,1152124847.545000,14,0,15,20,,,0.269220
aee02407-9d3e-4d13-826c-015743773020,14158107.152200,30,0,15,30,,,0.508002
1ad68c12-c742-4069-9fe3-5eab7a79657d,19622468750.000000,0,0,15,3,,,0.119305
3172fd0a-4c76-4863-9853-b5db19c3b607,1484529545.939800,12,0,15,24,,,0.088261
edf5d734-2e07-49c2-8bf6-e2657097585d,7644618652.343800,1,0,15,0,,,0.420111
78c4ced7-d4e5-4128-b358-aa174e7ea7f4,1634356082.059300,11,0,15,19,,,0.298662
4d662ad1-e3d9-489f-89bb-4aa08ee2182d,8752670317.500700,0,0,15,7,,,0.176842
31335a47-467f-4446-9a9e-0cd4e0e9cfab,189593231.201200,25,0,15,23,,,0.508914
816d18a8-b9ca-4f19-b10b-b9ca47116335,1684068389.114500,11,0,15,19,,,0.232212
8dcdd05a-0b88-4354-a0d2-c4e457d17e90,1209623817.470200,13,0,15,25,,,0.272457
aa480387-d8f3-4b15-9897-c54d6f8e6b01,11897857302.275999,0,0,15,8,,,0.176796
530fef39-9ccb-4e2e-90b1-fe70de0d72ca,,,0,15,22,,,0.332369
bc7a9cc8-e4f8-403b-b613-7a1009c68325,51676693.814300,30,0,15,29,,,0.392416
145764d3-7d3b-4587-908f-94cabd69de17,60332815.005300,30,0,15,30,,,0.209449
53ca45b9-6d1f-40c8-8880-b4c6e976626e,8777545898.437500,0,0,15,4,,,0.402676
4ca86c72-8f59-4d16-9742-2a24490eb428,22931750000.000000,0,0,15,0,,,0.253311
16613f03-cd1c-467e-bcc5-9ddeb73d3ab1,48281258325.515800,0,0,15,3,,,0.070989
22da6ed0-26df-4a26-a52f-d160788f4f0f,4598560.231900,30,0,15,30,,,0.554305
df010f63-457d-4a07-b1ee-1b9161032c33,2315508789.062500,9,0,15,10,,,0.223952
b9e9537c-ffc3-4562-bfd9-065f52a8fcf4,2150941934.536100,10,0,15,16,,,0.335773
41884832-4499-4784-af36-3a745dd9574e,114035367.525100,29,0,15,30,,,0.803267
394bf507-c985-4c7c-ad57-c2ae73b5d6b2,46017333841.789795,0,0,15,3,,,0.149787
5950c8c3-a0f9-40df-8849-a4f647bf400d,3966365.241500,30,0,15,30,,,0.649440
5cc05471-ef62-446b-b692-a9e86a28fe22,137825023161.617004,0,0,15,0,,,0.292960
be95e0b9-2db3-4d9f-9777-099f327ab906,9164959.151000,30,0,15,30,,,1.024441
daca6b6e-5e44-42a0-9d90-359f9c5a33cc,6499481787.118999,2,0,15,13,,,0.357502
c6676483-a4d0-4e99-b730-a746590b1126,12095868658.228201,0,0,15,9,,,0.468476
9e205838-0bf7-4dfa-9801-1db5d29a5e82,30523310.786600,30,0,15,30,,,0.329247
d3d44b33-ee1a-4748-81fc-836d649415b7,5296481991.065700,4,0,15,9,,,0.090111
5d86c9d0-8c86-47d1-8ccc-5d5c4bbd1100,219129579.398300,24,0,15,27,,,0.319781
0dac26d9-03c0-41c1-819e-d59eac47640d,31514585093.493500,0,0,15,3,,,0.086161
1ebae64b-e02c-4f2e-8c65-32048189b96d,61940292.843300,30,0,15,30,,,0.931926
d6eac6df-6290-48e2-857b-d838d10b2007,34769036052.516403,0,0,15,8,,,0.164314
aad831c2-f447-42b6-bafb-328b6d3074e0,519800978.422200,19,0,15,27,,,0.174697
3102627c-026f-41b2-bd05-a08dae26003a,271106807624.558990,0,0,15,0,,,0.270800
02273ab9-e315-46b2-a0e2-ecd7d4cc7246,1141141244.212600,14,0,15,29,,,0.452331
dd30b646-7eb4-4e0e-a084-edab057e73c5,378554382.225900,21,0,15,25,,,0.300720
234a4f73-8a27-4967-8ba9-424e1423b363,31692087048.651398,0,0,15,4,,,0.097266
ad5d979f-1364-4e05-8adf-690c481c2b22,240001068.115200,24,0,15,18,,,0.590343
7b27a73b-1717-40fb-8f62-2a7be7450b7f,11430348650.784101,0,0,15,10,,,0.120515
7617f31e-fa18-4b3c-9687-ac4cd513ed6d,3260794674.435900,7,0,15,13,,,0.253196
bde0b0a6-54f2-4d43-a3f1-399b9adaba32,2531464599.609400,8,0,15,7,,,0.324420
5e203ca7-54fb-43ba-968a-0b4fcaaf6236,9679982762.864599,0,0,15,13,,,0.556587
169c5ee8-bfaf-4c28-ae58-848a64ae33f7,316389161.813100,22,0,15,29,,,0.200335
1cd64a2b-c810-49ed-9c5b-b52373ee4f38,1462322.227200,30,0,15,30,,,0.639786
4eab1ca0-1d83-4bf0-a88f-d4dfb99b20b3,,,0,,,,,
501aafa7-22ea-47c8-af1d-77718d8d3c86,3843393838.433300,6,0,15,13,,,0.226381
1e316987-6b14-415a-bdc7-3931abdf4b17,5825210.849400,30,0,15,30,,,1.168424
28d2efbe-1f38-4473-9eaf-7b16e7319fec,6261790203.155100,3,0,15,14,,,0.182555
a7b6bb5c-e46c-450b-b8fd-ad7860c4b2e8,355640380.859400,21,0,15,19,,,0.798731
3d889fd6-8faf-4f9a-88ff-577daebd49ea,5330314453.125000,4,0,15,8,,,0.153696
87a94b71-7189-41a4-a580-21718128f216,64003417.924500,30,0,15,30,,,0.347571
7cb2717d-2260-4092-9f0b-a6f1e613cffb,3297059392.517200,7,0,15,13,,,0.200680
c9c8e207-27ee-4a26-aaa6-2d34b55c7f23,5549487094.469200,3,0,15,12,,,0.253561
8b9a5001-508b-4101-9ff5-3913f4e62d9b,120365156250.000000,0,0,15,0,,,0.162119
cf33fdd3-c477-409b-86fa-f7acaebcd669,67324942.357700,30,0,15,25,,,0.972795
c046ee9c-ea3d-4d79-8eb5-ea0613851f55,1656080266.121700,11,0,15,24,,,0.180902
d47049b1-78ab-4bda-b0c4-88854c77d4b6,22644142.995200,30,0,15,28,,,0.517393
6e3bdf32-e72f-4377-961a-e8b912b7b968,2520015193.327300,8,0,15,19,,,0.179305
3a553b46-7f41-41a1-8fa2-e7f2186a7012,1877306000.661100,10,0,15,19,,,0.151624
3f35d23d-cf2d-4281-9ba9-919c3b62872b,18343160156.250000,0,0,15,3,,,0.161588
6d0f16ab-01ca-4052-ba35-5cd9f7b7e05b,571864226.552700,18,0,15,23,,,0.246633
a95845f9-808b-4b64-b699-c9735d44f443,264775161.208100,23,0,15,24,,,0.237066
6f9ec4a8-7780-4fbf-b5a6-4363a0372b56,985007385.253900,15,0,15,15,,,0.200767
fb0a44e4-4e14-404b-a074-ec2df258d7f7,1663516335.977900,11,0,15,18,,,0.351793
36bf5bb3-623c-4d7d-a184-7d0245ee3708,7853537597.656300,1,0,15,5,,,0.151104
cd851081-3c7e-4159-883d-9e513aa614db,34085472656.250000,0,0,15,1,,,0.100740
fb6ff853-a148-46e7-8fc6-0960674de802,942403596.330300,15,0,15,20,,,0.148229
db4bc019-61a9-408e-8032-164527e05440,1316289605.688400,13,0,15,26,,,0.177724
6e28442f-b595-4a6a-8ee4-fbdb495cdd09,12744397460.937500,0,0,15,1,,,0.156155
b57d0e0c-2f39-42b9-91c4-663deec3ee29,1036539853.065100,14,0,15,23,,,0.281949
a1c1c8c8-af58-4e38-b2c7-f43a5867b8d3,768509071.941900,16,0,15,25,,,0.256470
cfe0f485-83cd-45a4-afa3-470332895620,2109727.426400,30,0,15,30,,,1.414208
86ef4e1f-b648-4dc9-bb27-d2d50f5c57f2,15792016601.562500,0,0,15,1,,,0.145592
fba80702-3aee-4756-8654-b2905b61b84f,2663800191.396400,8,0,15,23,,,0.360944
4185eef6-6efb-46d2-8792-3df13af11edc,1353152832.031300,13,0,15,12,,,0.628722
70619540-1bbc-48d7-8b31-b140b97508a0,1235175903.320300,13,0,15,9,,,0.340212
6cca63ce-feae-44e7-9e9a-e867aef084cd,126777786.794300,28,0,15,30,,,0.426401
0d07a6bd-58ef-46da-9271-d98a5bc748a2,364239483.892700,21,0,15,30,,,0.125661
9596f2a0-a3f7-40c1-8b62-9059e0be5806,567040468.335500,18,0,15,20,,,0.463297
f7b9ebe9-70e8-464c-b161-b0da0132a691,39455115.782200,30,0,15,30,,,0.329566
7929a12b-2019-4b13-99b2-fae9747f53cd,546891641.543800,18,0,15,28,,,0.468238
249029dc-22af-4764-a424-7439701e8256,431084189.766300,20,10,30,29,,,0.292429
7033e886-bd12-4ff3-a52a-5719e3ef8510,9659730468.750000,0,0,15,1,,,0.210989
93457e94-36c5-4ce0-bb40-802cf3efc1f4,2722141637.475100,8,0,15,12,,,0.242842
6afd19a2-99e3-43f8-8968-cfb20326ab65,4994688.987700,30,0,15,30,,,1.161506
a665f683-9734-4a74-a36d-f5dc908ebda3,2122487092.472900,10,0,15,17,,,0.249789
ca29caa7-c072-4958-9b1f-73f6464616e7,47862081219.344101,0,0,15,4,,,0.138474
4af8b30c-f407-4594-983f-629f5c12fd13,37420891.361300,30,0,15,30,,,0.257746
a64bde8d-9a34-454c-9090-d510be5e3c07,4324291764.853400,5,0,15,11,,,0.130023
59667ee6-7f88-4994-a3c7-623212823b3f,91393860.070300,30,0,15,30,,,0.268298
67aa15ee-ced9-4a60-bbc0-d4d2745bd045,6384447863.686399,2,0,15,16,,,0.180969
1451beef-960f-486f-8faf-b0d8492478ee,5930134401.088500,3,10,30,8,,,0.285608
084ed669-0d9b-487a-a94c-65ace7b17ec4,300212491.223300,22,0,15,27,,,0.588577
2ed3e904-892d-4f2a-9d4c-c913acfaa92a,84182246.146300,30,10,30,28,,,0.347074
d3132d62-4e96-4451-8293-7ff674830ebc,11789967497.598499,0,0,15,0,,,0.244226
03ccc8bb-d8f3-4a74-b185-766539f7717b,1739533.375200,30,0,15,30,,,1.125191
e1de0f7a-9bbc-4da8-b4d4-3aae6b486197,48116755.083700,30,0,15,30,,,1.414072
b240518e-9340-4b0d-98f9-97d1a348e9bc,41323468750.000000,0,0,15,0,,,0.149047
24750ed0-5dda-4caf-9736-a0ad3145712f,238.362000,30,0,15,30,,,1.400071
ed6f5c9c-cd33-44eb-b849-7a08bdd635ca,157808443.753400,27,0,15,30,,,0.156539
e8d433b7-1c2c-4434-8243-22619ff945cc,1603552015.760100,11,0,15,11,,,0.230741
1a1eec5e-1603-4ebc-965e-39357d49f773,4150771.692900,30,10,30,30,,,0.834042
a091525a-b55f-4621-8846-2903b258e871,1385486.841200,30,0,15,30,,,1.412799
e0b47674-3049-4922-876c-9c27b675de11,156437046875.000000,0,0,15,0,,,0.116369
50a99511-2e29-40d3-a813-35b9a1a826b9,1224812988.281300,13,0,15,9,,,0.476055
203094ff-8fee-4977-a969-4934e622f0a4,17179464766.244099,0,0,15,5,,,0.349872
802cf009-5cbe-444c-925b-b729a68f2e27,99632976.809000,30,0,15,28,,,0.470545
5f6657a1-b3b7-4c91-ae62-7b5ad21f77fa,544701702.300600,18,0,15,24,,,0.098610
5778f329-5132-41f1-b22f-d90971d45a09,3084966012.420700,7,0,15,16,,,0.090672
494c92c8-aa0c-43c2-913c-611b5c974141,12898088298.118601,0,0,15,8,,,0.199299
781c6d5a-045a-461f-800f-f19ccc303248,53074245.120300,30,0,15,30,,,0.017832
25a1548b-4212-4e6a-ad10-fe83c103a5f6,733229397.368000,17,0,15,27,,,0.150471
4c81abb5-1a8b-43e9-85d8-3503d03edb61,26843480468.750000,0,0,15,0,,,0.217766
03538f03-1e43-468a-b4c6-70778eb502a2,649604199.668100,17,0,15,30,,,0.486054
bf5bcb76-6d01-4981-a632-029c95a44228,9768601562.500000,0,0,15,4,,,0.185236
41270e43-91d3-48a0-906f-98de233623c0,8250156458.576799,1,0,15,8,,,0.293351
f1be6d95-17af-4e21-ada8-d43dfd2111d2,74228086706.461197,0,0,15,2,,,0.153321
9b229e09-3097-4529-8cf8-b669dc6241b5,387750873.987300,21,0,15,26,,,0.186132
ef2b5d19-0138-4545-8e78-a52a233cdbcf,624242779.280100,18,0,15,12,,,0.360187
7f754716-eaee-43d1-934f-80fff46a7996,1398486694.335900,12,0,15,25,,,0.165978
bb124e13-41fa-431b-8027-a5502c549cad,2627434814.453100,8,0,15,10,,,0.247332
778fe380-16f1-4989-91c4-5d6669fde9bd,14829690429.687500,0,0,15,2,,,0.226522
6b4f2c09-b3a2-429b-815f-7877ddaff91f,10466228370.705500,0,0,15,14,,,0.113177
64bf51e7-b9a1-4bd4-9c3b-e8092f29c45e,28840212890.625000,0,0,15,2,,,0.127677
4f1f7e2a-b345-4287-8c20-a927c7731695,2542819512.902600,8,0,15,19,,,0.250436
1a2ecece-c7fb-4b5b-89ae-892812cb393d,3758794196.918400,6,0,15,16,,,0.157792
f2363824-5400-4dce-a7bf-242205e0aceb,4141705566.406300,5,0,15,6,,,0.187683
37dcb6b2-596f-4cae-8f33-d2fbfd81d39e,6144810109.051900,3,0,15,8,,,0.133863
55202aa8-f31f-4efb-b6de-0d58d95ff3db,52481322.853100,30,0,15,30,,,0.255699
514b1d66-235a-42ec-9c02-0d6ecf64d5be,7314692256.398400,2,0,15,0,,,0.358106
f79ddaca-e242-48a5-8234-90b00feb118f,996011775.384900,15,0,15,28,,,0.151516
c47ffd8e-2e93-45ee-8eaf-43a8e0c0dad7,3001453613.281300,7,0,15,10,,,0.218283
72c121bb-ca5d-46b9-9137-66481aa3c1f4,4139555418.088000,5,0,15,9,,,0.314208
7c103ee5-51e2-49d2-a196-5e83e2aaaeaa,246320961142.351990,0,0,15,1,,,0.200556
c4a3c0d4-331a-401a-8c22-f462b5e12a9a,2169155574.849700,9,0,15,25,,,0.455500
8b7b4c47-2771-4967-81cd-e7ccdb8ad309,380440786.549100,21,0,15,26,,,0.232574
dc45d3dd-0b74-465b-aef9-ac5024692b91,77853835475.001190,0,0,15,0,,,0.138600
c23f3143-4743-4d06-bb47-1fc2ec966b75,119174221.998200,28,0,15,28,,,0.269029
ee39f5ca-3d16-4b85-9d86-3893f3ab43a2,24644147.872900,30,10,30,30,,,0.588683
393d7991-8f71-4a37-bc35-c498cebd0a00,94045362.967100,30,0,15,28,,,0.392141
3b8d3e49-66e1-4f0f-8230-9f39a610c898,458631134.033200,20,0,15,15,,,0.266918
ff3cb524-b66c-46e1-a831-04f667bd4da2,620522650.048200,18,0,15,17,,,0.424334
08aa8a2b-b2a3-4e00-bf4a-51e435c8f74e,5137460937.500000,4,0,15,0,,,0.293957
e3147a15-c12f-48a2-ac78-2e692f970b81,24950748807.301701,0,0,15,3,,,0.264366
17fefd51-7bdb-4dc4-a5ca-021b9f13f199,16585736328.125000,0,0,15,0,,,0.228251
b192e9ed-e3b8-46ef-bb77-9b0f848decac,40135334574.692001,0,0,15,4,,,0.253618
cc49b348-1584-43c6-b89d-31fe32586d24,101135095483.455994,0,0,15,0,,,0.121657
bd3d0c27-4897-4aa2-99f9-174e8323a7a0,34970431.479800,30,0,15,30,,,0.330275
7713fede-33da-4daa-b5ed-7702d2c47beb,96485467.923400,30,10,30,30,,,0.606105
e8cd9811-a56d-493e-a760-d8470d05fb3a,17204341.888400,30,0,15,26,,,0.692752
0699001d-2f95-44e5-8020-65dbf0bf8d7b,597419382.699200,18,0,15,30,,,0.658004
8f52fe02-4b15-4157-9a2e-41dbfd4b1cc8,609108727.056300,18,0,15,30,,,0.113925
91371fc7-518a-4430-9f80-c873d3cbfb7d,163047312500.000000,0,0,15,0,,,0.143315
e571df25-1b94-42b3-aadf-d0656b041573,33158461.883600,30,0,15,24,,,0.393595
b1630be1-5512-4a60-b727-1d15f0c4e2c4,7912097656.250000,1,0,15,2,,,0.350606
850835a5-6bfd-4cdc-aa06-c9774d3c3841,14595768880.585600,0,0,15,6,,,0.230478
bc6eb171-34ed-4485-86c4-c4c73e80db3d,3394896484.375000,7,0,15,8,,,0.173755
ffff5617-1a89-4114-9762-b0c1a04afae4,111380597.014900,29,0,15,26,,,0.317289
be3337cb-99b6-4320-84ca-f80285defe98,196325375000.000000,0,0,15,0,,,0.142248
aa72d517-4cf1-4a9c-8029-03d6d59543f7,1321754760.742200,13,0,15,15,,,0.256366
0be5d09d-398d-4ea4-81b6-50ac2e19f1da,251901243.964500,23,0,15,30,,,0.565263
8ab01a82-4004-4506-b47b-cd503118b329,3595450457.145700,6,0,15,14,,,0.179290
f07fe4b9-32e2-4a7d-a346-e0f216230643,42373781250.000000,0,0,15,0,,,0.153623
99a98e93-063e-48fb-9b5a-ff6d188c056c,1258503295.898400,13,0,15,8,,,0.290471
c085dd2f-4212-4908-b9be-77b15d08ae22,1282025711.616600,13,0,15,19,,,0.168087
25d3f87c-297c-4b89-beb2-4d6f8b00bd4f,295127762.197800,22,0,15,24,,,0.467942
42ac7fc4-deff-41b7-a0fc-7eb4fc9536e1,,,0,15,20,,,
9e691739-85c7-4b1c-aaf5-f66af79db3de,885314575.195300,15,0,15,18,,,0.382807
