id,marketCap,horizonPoC,horizonMD,horizonNoVolumes,horizonVolumes,esHistInno30D-Arcanist,esHistInno30D-ArcanistMD,esHistInno30D-Recco
54b7204d-3d1b-4bd4-8d7f-f00c6b66e745,,,0,0,,0.072694,0.072694,
6a1e6b78-ead8-4536-8a53-22bea5b277c1,77950860714.880295,0,0,0,,0.182600,0.182600,
271373e3-46ed-4133-9e0a-8ef4f845d258,19481375554.363201,0,0,0,,0.126808,0.126808,
960ce972-7c5f-446a-9355-ec1233bf59b8,,,0,0,,0.045004,0.045004,
04a4f1ab-c4c4-4945-b6f8-b1c43f24bbac,,,0,0,,0.109471,0.109471,
eadcb794-6026-4764-8dc5-9d93516a1a8c,,,0,,,,,
53233e1b-ff6a-4b3a-9e44-33c164a6528c,,,0,0,,0.108965,0.108965,
131ace74-2f78-495e-9531-52cdbcb56240,,,0,0,,0.066402,0.066402,
e7be5bfb-d050-4dac-9144-69f3752b5c43,14499871882.829000,0,0,0,,,,
49ef6343-4aca-4e73-ad49-6c17ebba63cf,,,0,0,,0.114124,0.114124,
4796b873-b018-4cb0-9f9d-ead1d65dccb0,,,0,0,,0.001260,0.001260,
54bc2f35-cc9c-470b-9c1a-eb49b8802025,,,0,0,,0.073117,0.073117,
c8ec8c36-1699-455c-a5d9-56d81efaea83,,,0,0,,0.072970,0.072970,
d0b0c1f3-500b-4a0c-84f5-c06874d39710,,,0,0,,0.072790,0.072790,
e13b693b-2fef-4d4b-bc44-949979415ed6,,,0,0,,0.072807,0.072807,
aed6b359-a77d-4d16-b8e2-5c85fbf95bd6,,,0,0,,0.072786,0.072786,
6337b0b5-e0e0-4ecf-b3f8-fcbeac2c95b3,,,0,0,,,,
b83b7955-7e75-4984-b6d7-49dbf22536ea,,,0,0,,0.006446,0.006446,
005095b2-766f-40b3-b05f-cdefdf004f90,,,0,0,,0.067969,0.067969,
e8badcea-b1b1-4ded-b0e2-c481cd926f63,,,0,,,,,
785a2114-de81-49c9-bf23-40f6d1901465,,,0,0,,0.017505,0.017505,
691dde9f-c904-4dbc-bd06-9d74d7aa5591,,,0,0,,0.000046,0.000046,0.000046
52bab350-53a0-4f4b-8053-86b8ebaf4c12,,,0,0,,0.156816,0.156816,0.156816
4ca69963-1add-43ca-9653-139ce4d1c864,,,0,0,,0.461009,0.461009,
9d8ac4cf-d189-4ac2-8122-27e12ccf68ee,,,0,0,,0.461009,0.461009,
f72974c4-aafc-43f3-be82-cc84daf552d4,,,0,0,,0.461045,0.461045,
c5f8ef33-39a6-4a6f-861b-4fd23496260e,,,0,0,,0.461045,0.461045,
788f76f4-475e-4afd-bcf8-759fe2cb671d,,,0,0,,0.461045,0.461045,
54429667-e695-4d94-9adc-548699b6c5c0,,,0,0,,0.461045,0.461045,
ac1f782f-36fe-49e7-b360-7133d97406e2,,,0,0,,0.461045,0.461045,
4f533fce-ae4f-4ec4-889b-bdb16f0d04a6,,,0,0,,0.461045,0.461045,
12972b42-23df-452e-af43-fba6e637a602,,,0,0,,0.461045,0.461045,
5ef02e52-81db-4ab4-b20d-2eea7fdd57e1,,,0,0,,0.461045,0.461045,
1e5bcb62-f441-4464-bc62-84d1763ece37,,,0,0,,0.461045,0.461045,
755826d7-f08c-498b-9276-dba61875b331,,,0,0,,0.461045,0.461045,
0e093715-083f-4a76-9e45-1dc3f152d9fa,,,0,0,,0.461430,0.461430,
bd4c1309-dceb-450d-9bca-916aa6fd07c6,,,0,0,,0.461430,0.461430,
14737b7f-6720-43aa-8707-493726421a88,,,0,,,,,
1bff43c6-7132-4b0a-8b7c-e97b1abd4549,,,0,,,,,
c5e2d362-1a8e-4c45-a2d8-f9bcdf80658e,,,0,0,,-0.005039,-0.005039,-0.005039
34b4a942-74f8-4834-bdf8-589bc41628ee,,,0,,,,,
3352eace-026c-4aa8-a028-71c187b3dd0d,,,0,0,,0.997772,0.997772,
2eb41613-9d1e-4319-b2c5-f2d3e68d554c,,,0,0,,0.807613,0.807613,
294e0b36-e1dc-49ed-94a3-b40a9c5735ad,,,0,0,,0.683893,0.683893,
e33b0c9f-690c-46ac-96a5-89c0a0aba0be,,,0,0,,0.997772,0.997772,
64f63e83-855a-41b0-8d5c-4dba7d6b701c,,,0,0,,0.412750,0.412750,
c5f7b4b7-dbf1-4fca-a12b-dc638dac2e2a,,,0,0,,0.997772,0.997772,
7b7e2d7e-e91a-4519-af5e-ae826f11544a,,,0,0,,0.917156,0.917156,
2ec04e77-35ba-49b8-8936-07d174427b1d,,,0,0,,0.997519,0.997519,
d1eb65d8-6110-4ec7-9520-b8cecb47a67a,,,0,0,,0.917156,0.917156,
f7fc7db6-e01c-4f28-a134-c3178263aa2b,,,0,0,,0.683893,0.683893,
f0037c6c-68d5-45e1-aa47-aa20fcb144e7,,,0,0,,0.923412,0.923412,
026dfc06-d96f-4253-b0cd-1258372fa19a,,,0,0,,0.999776,0.999776,
3c2f1bbb-c9fc-4686-903c-ad98c4283a5a,,,0,0,,0.849982,0.849982,
fb62fb9c-94d9-4caa-bba4-4b55955efded,,,0,0,,0.412750,0.412750,
e697d788-9131-40dd-b33a-e547d7455b96,,,0,,,,,
539ffd62-22fe-4060-81bc-c6829541cbcd,,,0,0,,0.849982,0.849982,
f83001bc-2736-4529-b373-6b4f5ec9c3aa,77950860714.880295,0,0,0,,,,
2260c151-60ce-49a3-bb63-c6935f4a98e9,,,0,0,,0.807613,0.807613,
a45e6ee5-388d-424e-b72f-f88c1bd739ea,,,0,0,,0.997772,0.997772,
114f9837-b4c1-4c00-bdef-dc882da7bfd7,,,0,0,,,,
0ebc0e9f-d1e3-4374-a851-9ef589ff6ca4,,,0,0,,,,
460fe76e-c0dd-4965-b948-8915eb0d3099,,,0,0,,0.282375,0.282375,
2f676104-112f-40f7-a067-b83d7ca69ece,,,0,0,,0.282857,0.282857,
42744ee5-ad68-4d1b-8833-161c12c685a4,,,0,0,,0.282381,0.282381,
318fd281-d014-462b-8784-0d64c24aa3b8,,,0,0,,0.283877,0.283877,
45fd699c-a843-47ac-bdf4-1268a6ec5863,,,0,0,,0.062384,0.062384,
46d4217b-e6d6-49dc-bcd4-ebc84854903d,,,0,0,,0.282573,0.282573,
458e1292-39ad-44a7-956d-3848401b1a23,,,0,0,,0.283265,0.283265,
7ac480ea-3747-4843-9158-2310ab20945d,,,0,0,,0.107760,0.107760,
316074b2-481c-4686-bc72-1ad605a35e7d,,,0,0,,0.282335,0.282335,
20426d89-b782-4e00-9aad-3cc1842a1974,,,0,0,,0.281904,0.281904,
af254f62-f9ad-4dbb-8847-587403303269,,,0,0,,0.282347,0.282347,
3bf4d0ab-590f-47b7-be92-1409a581d9ac,,,0,0,,0.282917,0.282917,
2c88d403-52b5-480c-91f5-b271adec7e5e,,,10,10,,0.135698,0.135698,
4cface27-7652-40b2-b336-08288b2befbb,,,10,10,,0.113577,0.113577,
a9140bc8-9acc-42f3-8828-b1a426b71861,,,0,0,,0.146472,0.146472,
0772f67a-ec53-4c7e-8a02-6ba1ffb864a5,,,10,10,,0.128371,0.128371,
e7961abe-d7af-4ee6-8d4f-f6b4a22de524,,,0,0,,0.061370,0.061370,
d5b0f8d1-8cd9-41f4-ab45-8b5227e70a6d,,,0,0,,0.465721,0.465721,
f0bffe08-34ea-4a2e-898a-8ede888dbea8,,,0,,,,,
73b7e5f6-e6a8-4cd2-9236-8d2e6631ac79,,,0,0,,0.000802,0.000802,
bcdaf829-7f0c-4a7c-a9db-a03fb71fd3ab,,,0,,,,,
b7b9b717-7479-48e0-b119-9d5e83408f28,,,0,0,,-0.002086,-0.002086,
d1f754d3-1eb6-4f40-a695-b4082b15476e,,,0,0,,0.000821,0.000821,
96d62f3a-5ae9-4f02-9f07-b9bfd9a01823,,,0,0,,0.008429,0.008429,
1121bd5d-2337-4f9b-b8ac-3ec74197b502,,,0,0,,,,
29d3d2fd-a8d9-417c-ad18-1cef836f8fcf,,,0,0,,-0.005899,-0.005899,
e76247c1-24f3-4678-a6bf-14979093701c,,,0,0,,0.054998,0.054998,
3679a722-cf91-46ce-b71b-c585585371ac,,,0,0,,0.084985,0.084985,
a53b2633-4650-4458-a02f-9bc87402ef9c,,,0,0,,0.017900,0.017900,
47ba473e-4df6-4aff-8730-d5ea3222c0ad,589603500000.000000,0,0,0,,0.000893,0.000893,
af73db4e-6409-423d-a047-c8027fd250fb,589603500000.000000,0,0,0,,0.000868,0.000868,
11497084-1ecc-480e-9720-63de07eee7c5,,,0,0,,-0.005709,-0.005709,
4b56c164-3c7d-4956-bc8d-827f4cc7ea78,,,0,0,,0.136460,0.136460,
4cc553b1-1ff9-40be-8a37-24290476ca0b,,,0,0,,-0.000434,-0.000434,
34307bf5-432a-46ce-b26a-e522771986f2,,,0,0,,-0.005684,-0.005684,
442200da-541d-4c32-bc99-665b0b4f19dc,,,0,0,,-0.005813,-0.005813,
0a0b4094-540d-4ef4-8b31-c1d18ea37b7b,,,0,0,,-0.005807,-0.005807,
9d570cb9-ca5a-4d1a-9538-5e9c44ad691e,,,0,,,,,
545bfe87-e901-48d0-9792-fa26aa270b99,,,0,0,,0.022485,0.022485,
a1e628ac-798d-48fd-a85d-cbb727b6ff47,,,10,10,,0.039581,0.039581,
c3467832-ea63-4f50-9470-0d0b2997aeba,,,0,0,,0.014227,0.014227,
024cea07-6864-48ca-bb2c-a5661d0ff6fc,,,0,0,,0.012112,0.012112,
09cbb7ab-7ee2-402e-874e-db65f7d29672,,,0,0,,0.015378,0.015378,
41ed6711-9ceb-497e-b8ee-6e47f1ad4d92,,,0,0,,0.006329,0.006329,
6d6849ca-ae3c-4456-bf1a-b509a256f014,,,0,0,,0.020589,0.020589,
a0c35d04-5e56-402d-8cee-1fb0fa3b3a67,,,0,0,,0.013840,0.013840,
7fcf93fb-0dc9-4927-97c9-89cf60fe925d,,,0,0,,0.014493,0.014493,
fdbffb24-1fb0-491c-9cdd-d354af0e879a,,,0,0,,0.020862,0.020862,
0f710e15-4258-4223-82fd-8fa579352857,,,0,0,,0.003761,0.003761,
9de20fe6-a262-4668-8d4d-8eaeedddebd5,,,0,0,,0.020637,0.020637,
fe3d60cc-7538-4a82-a7e6-4af5c86ad995,,,0,0,,0.030163,0.030163,
e6c1c0c1-4bf9-4537-8168-f5578214401a,,,0,0,,0.008103,0.008103,
c8d6606a-4eff-472e-896a-96c1868ed723,,,0,0,,0.013799,0.013799,
1c8022ef-7d8e-4bd7-8fb2-4dbe6c250857,,,0,0,,0.016407,0.016407,
76c71599-1eeb-46e5-a436-3e81801601db,,,10,10,,0.017997,0.017997,
0730eda0-0cf1-4e00-8ec2-4fce5e5b118f,,,0,0,,0.015919,0.015919,
7b0ed246-06d1-44d0-9840-e2a81b8ae6c5,,,0,0,,0.016078,0.016078,
9a858b8f-c6b0-461f-a353-e647ab6e87d2,,,0,0,,0.018843,0.018843,
e5ab587b-f812-4278-aa9e-db34f2394af6,,,0,0,,0.132086,0.132086,0.132086
66e29c34-d462-4c98-aa9a-e24c703b7f29,,,0,0,,0.088251,0.088251,0.088251
a4cfd3fb-0ea8-4abc-875e-d0841a825d76,,,0,,,,,
e27fccd3-e0af-4748-b486-3562ecd99f52,,,0,0,,0.088765,0.088765,0.088765
d5eca4cc-f5bb-4c0b-b4e8-0865035ba10f,,,0,,,,,
4415c94d-6cc4-4e42-a2ef-64e5591f5a02,,,0,,,,,
63cedfb0-a985-4578-bbb2-646406628c2e,,,0,0,,0.031229,0.031229,0.031229
e2b2188c-35fb-480b-b25e-a298331f68cb,,,0,0,,,,
8f6a5191-c2cd-45f7-bdcb-4d7c36485f93,,,0,0,,,,
1410539a-8362-475b-80e7-ecb533070929,3582365725.087300,6,0,0,,0.068156,0.068156,0.068156
d7fac041-22a4-4f06-973b-bb7ea3aac8d9,,,0,,,,,
3024915a-e7db-4f3e-8043-4067cc4c76d6,,,0,0,,,,
5d599a22-548a-4a31-a6fc-c59b8ab7666d,,,0,0,,0.117426,0.117426,0.117426
0deb7851-75ab-414e-9fdc-3fddfc07f736,,,0,0,,,,
ffaaf0c2-557a-4814-accb-cad5fd6af46c,,,0,0,,,,
46e4f5e0-fe5f-45a2-8efd-60006200a717,,,0,0,,,,
436293c3-b57a-4cc7-803f-aac2209031f7,,,0,0,,0.031229,0.031229,0.031229
65f4b423-a193-41dd-97e2-9366f75855d3,,,0,0,,0.076724,0.076724,0.076724
abbff6eb-bab2-4024-9de9-53820e85fc72,,,0,0,,0.106795,0.106795,0.106795
dfcf1a3f-cfeb-4ac3-b9ad-7363c071249d,,,0,,,,,
14f19223-d18a-4961-8566-a90785dc3f0e,,,0,,,,,
aa145c2b-5f87-49e1-ab23-0cfaf74b4121,,,0,0,,0.013795,0.013795,0.013795
