id,ytm,ytw,ytc,ytp
08504e8c-c2e9-49e2-9024-fef070536059,0.055560,0.055560,,
1bd2b77f-7f88-42a3-aa7f-4b5c1d57d524,-0.514265,-0.514265,,
738d1e5a-9092-4ea4-910d-ea04b5e8b2ea,-0.767576,-0.767576,,
4e7b9e2e-0c2a-4418-9af9-f92038f78dcc,-0.155356,-0.155356,,
4f1d3c8e-7aed-4b3c-ab92-402e5bca2c8f,-0.991492,-0.991492,,
2b406920-bf85-40f4-96af-952abf0fce87,1.126162,1.126162,,
ed6f42ce-3d8d-48cc-bc8d-3c6c813dd2bb,0.010415,0.010415,,
c67496fb-1ec1-48ca-8d83-4abc3c413550,0.056278,0.056278,,
51b28252-3b0e-463f-b641-03eb53ed4081,1.058297,1.058297,,
0889f1bb-705b-480d-b20d-fad6432b4329,-0.527194,-0.527194,,
d3247559-c8c7-4844-b2bc-109b95afeb5f,-0.406497,-0.406497,,
1997469b-dd86-45c1-88f5-d14186a6ef21,0.054313,0.054313,,
69617568-1c56-4b10-837b-57f8e6295d9c,1.999692,1.999692,,
b7a6e2df-3bf2-4441-9756-84ba282ed48b,-0.987424,-0.987424,,
c024d3cd-7b22-418d-a59c-d2434012cf32,0.050854,0.050854,,
26f53542-f8b5-4fac-b408-e5067a75a4f1,0.230274,0.230274,,
73f6afc8-1808-473e-80a6-a5c7c1d04ffe,-0.225375,-0.225375,,
f0d91f6d-2e06-4a41-928b-58c3e883abaa,0.094305,0.094305,,
9c177193-930e-423b-86d9-b1b4cb2a6c1a,0.052961,0.052961,,
679997dc-9b41-49cd-b063-f0cbd1e27274,0.053072,0.053072,,
6f8b1b75-988c-48a4-9625-caf00fd6fc32,0.058990,0.058990,,
2497fa41-313b-4d4e-810e-624bd175c49b,0.124290,0.124290,,
